answer,question,is_labeled,question_similaries
"– Phẫu thuật thoát vị đĩa đệm cột sống cổ bằng nội soi: Phương pháp ít xâm lấn, ít tàn phá cơ, phần mềm, hiệu quả nhanh. Áp dụng với thể thoát vị lệch phía sau bên hoặc thoát vị lỗ liên hợp.– Phẫu thuật thay đĩa đệm nhân tạo lối trước: Bảo tồn được biên độ vận động của đĩa đệm, tuy nhiên chỉ áp dụng được khi không có mất vững cột sống.– Phẫu thuật thoát vị đĩa đệm cột sống cổ bằng lấy bỏ đĩa đệm, hàn xương liên thân đốt, cố định cột sống lối trước. Ưu điểm: lấy bỏ rộng rãi thoát vị đĩa đệm và đĩa đệm thoái hóa, cố định vững chắc cột sống cổ. Thực hiện được khi không áp dụng được phương pháp thay đĩa đệm nhân tạo. Nhược điểm: Mất biên độ vận động đĩa, gây thoái hóa các tầng liền kề nhanh hơn.",Bác sỹ cho tôi hỏi có các phương pháp phẫu thuật thoát vị đĩa đệm cột sống cổ nào ạ?,0,
"Cổ đau và căng cứngThông thường, bệnh nhân sẽ cảm thấy đau nhức và căng cứng cơ cổ sau. Tùy vào mức độ tiến triển của bệnh, cường độ đau có thể nhẹ, vừa phải hoặc thậm chí là dữ dội.Cơn đau do tình trạng thoát vị đĩa đệm cột sống cổ gây ra thường xuất hiện đột ngột ở vùng cổ sau rồi lan ra những vị trí khác như:– Bả vai– Cánh tay– Đầu, đặc biệt là phía sau gáy.Cảm giác tê bì ở tứ chiNếu đĩa đệm thoát vị ra khỏi vị trí vốn có và chèn vào dây thần kinh, bệnh nhân có thể cảm thấy tê bì, dị cảm ở khu vực cánh tay, bàn tay và thậm chí là ngón tay.Mặt khác, trong trường hợp tủy sống bị chèn bởi đĩa đệm thoát vị, cảm giác tê bì sẽ lan đến tứ chi.Hạn chế phạm vi vận động, vận động tinh tế của cơ thể và yếu sức cơHai triệu chứng trên chủ yếu xảy ra ở trường hợp tủy sống bị chèn ép dẫn đến tổn thương. Lúc này, bệnh nhân thường gặp khó khăn trong việc:– Đưa tay vòng ra sau lưng hoặc giơ lên cao– Cúi đầu– Xoay cổ– Đi lại mất thăng bằng.",Các triệu chứng của thoát vị đĩa đệm cột sống cổ là gì?,0,
"Bệnh túi thừa đại tràng có thể gây những biến chứng nguy hiểm nếu không được phát hiện và điều trị kịp thời như viêm túi thừa cấp tính; thủng túi thừa gây viêm phúc mạc, áp xe trong ổ bụng. Đây là một biến chứng nặng nề, cần can thiệp ngoại khoa. Bệnh còn có thể gây túi thừa viêm, thủng và đường tiết niệu gây rò trực tràng – bàng quang.","Nếu không được chữa trị kịp thời, bệnh lý túi thừa đại tràng sẽ gây ra biến chứng gì, thưa bác sĩ?",0,
"Hiện nay, có một số phương pháp chẩn đoán túi thừa đại tràng như siêu âm; chụp cắt lớp vi tính ổ bụng có thể thấy được hình ảnh túi thừa, hình ảnh túi thừa viêm hay các ổ áp xe, viêm phúc mạc do biến chứng thủng túi thừa. Bên cạnh đó, soi đại tràng là biện pháp đơn giản, có thể nhìn trực tiếp hình ảnh túi thừa, phát hiện được các bệnh lý kèm theo của đại trực tràng. Cần làm thêm các xét nghiệm công thức máu, sinh hóa máu để phục vụ quá trình chẩn đoán và điều trị.","Thưa bác sĩ, làm cách nào để chẩn đoán bệnh lý túi thừa đại tràng",0,
"Phần lớn người có túi thừa đại tràng không có triệu chứng, hoặc có các triệu chứng rất mơ hồ, thường được phát hiện tình cờ khi chụp bụng hoặc soi đại tràng với các biểu hiện như: – Đau bụng: thường là đau bụng dưới bên trái. – Đầy hơi, ăn uống khó tiêu. – Có thể táo bón hoặc ỉa lỏng. Viêm túi thừa đại tràng cấp tính: Đau bụng rõ rệt hơn, đau cơn tăng lên từ từ, dần trở thành đau bụng liên tục; Sốt; Phân lỏng.","Thưa bác sĩ, triệu chứng của bệnh túi thừa đại tràng là gì ạ?",0,
"Tại Việt Nam, có khoảng 1/4 người trưởng thành mắc bệnh suy giãn tĩnh mạch và bệnh này thường hay bị bỏ xót vì có nhiều triệu chứng dễ bị nhầm lẫn hoặc chủ quan bỏ qua. Có thể bạn đã mắc bệnh suy giãn tĩnh mạch. Không điều trị kịp thời sẽ làm tắc khối huyết mạch, gây nguy hiểm cho tính mạng.Nhiều người khi thấy tê chân, căng bắp chân, chuột rút không thường xuyên liền bỏ qua nghĩ là bệnh thông thường. Tuy nhiên bệnh này cần phát hiện sớm, dễ dàng hơn cho công tác điều trị.","Tôi hay bị tê chân, căng bắp chân, chuột rút… đó có phải đó là biểu hiện của bệnh suy giãn tĩnh mạch chân không ạ?",0,
"Viêm quanh khớp vai là thuật ngữ dùng chung cho các bệnh lý của các cấu trúc phần mềm cạnh khớp vai: gân, túi thanh dịch, bao khớp, không bao gồm các bệnh lý có tổn thương đầu xương, sụn khớp và màng hoạt dịch như: viêm khớp nhiễm khuẩn, viêm khớp dạng thấp,… Với những biểu hiện như: đau vai, thường khu trú ở vùng vai và không kèm sưng nóng đỏ, làm giới hạn khả năng vận động của vai, kể cả những vận động cơ bản cũng làm bệnh nhân đau đớn.Có rất nhiều nguyên nhân dẫn tới viêm quanh khớp vai như: – Thường liên quan đến yếu tố nghề nghiệp đòi hỏi động tác đưa tay lên quá đầu nhiều, lặp đi lặp lại. Ví dụ: vận động viên bóng rổ, bóng chuyền, bơi lội,…– Tiền sử chấn thương hoặc phẫu thuật vùng vai.– Thứ phát sau liệt chi trên do tổn thương thần kinh ngoại biên hoặc trung ương.– Nhiều trường hợp không rõ nguyên nhân.",Tôi muốn hỏi nguyên nhân của viêm quanh khớp vai là gì ạ?,0,
"Đau do thoát vị đĩa đệm sẽ rất khác nhau phụ thuộc vào vị trí và mức độ tổn thương của đĩa đệm, nó thường đặc thù bởi cảm giác đau ở một bên của cơ thể.Nếu tổn thương nhỏ thì đau có thể không cảm nhận được. Nếu đĩa bị vỡ, cảm giác đau rất dữ dội và không ngừng. Đau có thể lan ra chân theo đường chi phối của thần kinh bị chèn ép. Thoát vị đĩa đệm có thể thể hiện với một loạt các triệu chứng, bao gồm:– Đau âm ỉ đến đau dữ dội– Tê, ngứa, rát bỏng– Yếu cơ, co cứng, phản xạ thay đổi– Mất đi tiểu hoặc kiểm soát bàng quang (Lưu ý: Những triệu chứng này là một cấp cứu Ngoại khoa. Nếu chúng xảy ra, tìm kiếm sự chăm sóc y tế ngay lập tức).",Làm thế nào để nhận biết được mình bị thoát vị đĩa đệm ạ?,0,
"– Thời gian nằm viện ngắn từ 3-5 ngày.– Tổn thương phục hồi nhanh.– Giảm nguy cơ: giảm đau, giảm nhiễm trùng.– Người bệnh thường sẽ được gây tê tủy sống.",Phẫu thuật nội soi có nhiều ưu điểm gì?,0,
"– Bác sĩ sẽ đưa ống kính soi vào bên trong khớp gối với vết mổ rất nhỏ (khoảng 0.5cm), soi trên camera, kiểm tra toàn bộ cấu trúc bên trong khớp, từ đó đưa ra chẩn đoán và phương pháp điều trị thích hợp.– Thời gian phẫu thuật thường mất từ 30-45 phút.– Phẫu thuật nhẹ nhàng, đau ít, kết quả tốt.",Phẫu thuật nội soi khớp gối được tiến hành như thế nào?,0,
"Cách nhận biết mình bị tổn thương dây chằng và sụn khớp gối:– Sau tai nạn, gối sưng to nhiều, hạn chế gấp duỗi gối.– Cảm giác đau, lỏng khớp gối khi lên xuống cầu thang, khi đang chạy, khi đi nhanh chuyển hướng đột ngột.– Khớp gối viêm bao hoạt dịch, sưng đau nhiều, điều trị nội khoa không có kết quả.","Thưa bác sĩ, làm thế nào để biết mình bị tổn thương dây chằng và sụn khớp gối?",0,
"Nguyên nhân bệnh phình động mạch não chưa rõ. Tuy nhiên, một số yếu tố làm tăng nguy cơ bị phình động mạch não được ghi nhận như: chấn thương, nhiễm trùng, huyết áp cao, hút thuốc, bệnh thận. Một số ít trường hợp phình động mạch não có yếu tố gia đình.",Nguyên nhân nào khiến bệnh nhân bị phình mạch máu não ạ?,0,
"Mặc dù chẩn đoán u máu não không quá khó khăn, nhưng điều trị khối u máu rất phức tạp. Những trường hợp đơn giản, người bệnh chỉ cần điều trị một lần, với một phương pháp phẫu thuật, nút mạch hoặc xạ phẫu. Những trường hợp phức tạp, người bệnh cần điều trị nhiều lần, với nhiều phương pháp khác nhau. Thời gian điều trị kéo dài nhiều tháng hoặc nhiều năm. Sau mỗi lần điều trị, người bệnh có thể về nhà, đi làm hoặc đi học bình thường. Lần điều trị tiếp theo có thể thực hiện sau vài tháng.",Bác sĩ cho tôi hỏi: Điều trị u máu não mất bao lâu ạ?,0,
"– Nếu người bệnh u máu não đã từng bị chảy máu trong não, nên điều trị, vì nguy cơ chảy máu não ở nhóm u máu não chưa vỡ rất thấp (khoảng 1%). Nghĩa là chỉ 1 trong 100 người bệnh u máu não có nguy cơ vỡ/năm. Nhưng nếu người bệnh u máu não đã từng bị vỡ khối u máu gây chảy máu, nguy cơ vỡ lại tăng cao gấp 5 lần, hay tỷ lệ chảy máu là 5%/năm. Nghĩa là 5 trong số 100 người bệnh u máu não đã vỡ sẽ chảy máu trong năm tiếp theo. Nguy cơ u máu não chảy máu tăng cao ở người đang làm việc hoặc phụ nữ có thai tăng cao. Người bệnh thường bị chảy máu khối u máu khi đang làm việc, nhất là việc nặng nhọc. – U máu não nằm ở sát vỏ não nên được điều trị. U máu nằm sâu trong nhu mô não nên điều trị bảo tồn. U máu nằm vùng chức năng nên điều trị bảo tồn. U máu nằm vùng ít chức năng nên điều trị triệt để. Người bệnh trẻ tuổi nên can thiệp, trong khi người cao tuổi nên điều trị bảo tồn. Người bệnh nhiều bệnh mãn tính, sức khỏe yếu nên điều trị bảo tồn.","Tất cả trường hợp u máu não cần thiết phải điều trị không, thưa bác sĩ?",0,
"Để phòng bệnh sỏi thận:– Người bệnh cần có chế độ ăn uống nhiều nước trên 2 lít/ngày, hạn chế thức ăn nhiều calci, oxalate như sữa, phomat, chè.– Điều trị nhiễm khuẩn Proteus, điều chỉnh pH nước tiểu kiềm (sỏi PAM).– Hạn chế protit động vật, điều trị bằng Allopurinol đối với sỏi axit Uric.– Theo dõi sau điều trị rất quan trọng cho dù bệnh nhân được điều trị theo phương pháp nào để kiểm soát được diễn biến bệnh sỏi thận.– Bệnh nhân cần phối hợp đến khám định kỳ nhằm phát hiện sỏi thận tái phát hoặc các biến chứng, di chứng sau can thiệp để có kế hoạch điều trị tích cực và dự phòng sỏi thận tái phát.","Để phòng bệnh sỏi thận, chúng ta phải có lối sống sinh hoạt như thế nào?",0,
"Bệnh sỏi thận dẫn đến nhiều biến chứng nguy hiểm:– Sỏi nhỏ trong thận có thể di chuyển xuống niệu quản gây cơn đau quặn thận, xuống bàng quang và bệnh nhân có thể đi tiểu ra ngoài hoặc sỏi gây tắc nghẽn niệu quản dẫn đến ứ nước, ứ mủ thận và suy chức năng thận có sỏi. – Khi để muộn, sỏi đài bể thận sẽ gây biến chứng như: Nhiễm khuẩn tiết niệu; Viêm đài bể thận, viêm thận kẽ, viêm hẹp cổ đài thận; Giãn đài bể thận, ứ nước, ứ mủ thận, áp xe thận; Viêm quanh thận xơ hoá; Cao huyết áp do sỏi san hô thận gây thiếu máu nhu mô thận, teo thận; Suy thận do sỏi thận 2 bên gây tắc nghẽn.","Thưa bác sĩ, bệnh sỏi thận có thể dẫn đến những biến chứng gì ạ?",0,
"Các triệu chứng lâm sàng của bệnh sỏi thận phải kể đến là:– Đau âm ỉ thắt lưng khi sỏi đài thận hoặc sỏi san hô chưa gây tắc nghẽn. Đôi khi bệnh nhân không có triệu chứng được phát hiện sỏi thận khi khám sức khỏe định kỳ hay do tăng huyết áp.– Cơn đau quặn thận điển hình khi sỏi gây tắc nghẽn bể thận niệu quản. Cơn đau lan xuống hố chậu, bìu kèm theo nôn và bụng chướng.– Đái ra máu do sỏi di chuyển khi vận động hay do nhiễm khuẩn gây tổn thương niêm mạc đài bể thận chảy máu.– Khi có nhiễm khuẩn tiết niệu: Bệnh nhân sốt cao 38 – 39 độ C, thận to đau, đi tiểu đục và đôi khi gặp tình trạng sốc nhiễm trùng vã mồ hôi, nổi vân tím toàn thân và tụt huyết áp.– Thăm khám lâm sàng thấy thận to đau khi sỏi thận gây tắc nghẽn ứ nước thận.– Một số trường hợp bệnh nhân đến muộn khám thấy vùng thắt lưng bên có sỏi thận sưng nề tấy đỏ do sỏi tắc nghẽn gây ứ mủ thận, viêm tấy quanh thận hoặc thấy rò mủ thắt lưng do áp xe quanh thận đã vỡ sau phúc mạc và ra da.","Thưa bác sĩ, các triệu chứng lâm sàng của bệnh sỏi thận là gì ạ?",0,
"Các phương pháp điều trị thoát vị đĩa đệm?Nội khoa: Là lựa chọn cho đa số các trường hợp thoát vị mới bị, chèn ép thần kinh ít, mức độ đau của người bệnh chưa nhiều. Nội dung điều trị bao gồm nghỉ ngơi, dùng đai lưng hỗ trợ, thuốc giảm đau chống viêm và thuốc giãn cơ, hỗ trợ cột sống.Phong bế rễ thần kinh: Là phương pháp vừa giúp chẩn đoán và điều trị các bệnh lý thoát vị cột sống thắt lưng. Khi người bệnh dùng thuốc, châm cứu kéo giãn cải thiện ít, các bác sĩ có thể lựa chọn giải pháp phong bế rễ thần kinh. Dưới sự hướng dẫn của máy chụp tia xquang (C–arm), bác sĩ sẽ tiêm phức hợp thuốc giảm đau chống viêm vào đúng vị trí khối thoát vị chèn ép rễ thần kinh để “phong bế” cảm giác chèn ép, đau của rễ thần kinh đó. Đây là can thiệp đơn giản, nhanh, người bệnh có thể ra viện trong ngày, chi phí thấp.Phẫu thuật: Đây là giải pháp điều trị giải quyết triệt để nguyên nhân (khối thoát vị chèn ép). Có khoảng 10% người bệnh bị thoát vị đĩa đệm có chỉ định phẫu thuật.Chỉ định phẫu thuật:Người bệnh được chẩn đoán xác định bị thoát vị đĩa đệm cột sống thắt lưng, điều trị nội khoa – vật lý trị liệu và phục hồi chức năng đúng phác đồ 3 – 6 tháng không cải thiện.Thoát vị đĩa đệm có hội chứng đuôi ngựa.Thoát vị đĩa đệm có liệt, teo cơ tiến triển.Cùng với sự phát triển của y học thế giới và khoa học kỹ thuật hiện đại, hiện nay có rất nhiều phương pháp phẫu thuật đã được áp dụng cho các bệnh lý thoát vị đĩa đệm cột sống thắt lưng như: nội soi, phẫu thuật can thiệp ít xâm lấn, tạo hình nhân nhày đĩa đệm bằng sóng cao tần, mổ mở lấy thoát vị đặt dụng cụ silicon hỗ trợ… Kết quả phẫu thuật đạt được rất khả quan.  ",Xin bác sĩ tư vấn giúp tôi các phương pháp điều trị thoát vị đĩa đệm?,0,
"– Trong giai đoạn đầu của thai nhi nam, tinh hoàn nằm trong ổ bụng. Sau đó, tinh hoàn di chuyển dần xuống bìu và nằm ở đó cho tới lúc trẻ được sinh ra. Tinh hoàn ẩn là những tinh hoàn dừng lại trên đường di chuyển của tinh hoàn từ bụng xuống bìu trong thời kỳ bào thai. Tinh hoàn ẩn là khuyết tật về sự phát triển thường gặp nhất ở nam giới. Các thể lâm sàng có thể gặp: tinh hoàn nằm trong ổ bụng, ở lỗ bẹn sâu, trong ống bẹn và ngoài lỗ bẹn nông. Trẻ có tinh hoàn ẩn, nếu không được điều trị có thể gặp các nguy cơ như: ung thư hóa tinh hoàn, vô sinh, thoát vị bẹn, xoắn tinh hoàn hay chấn thương tinh hoàn hoặc tổn thương về tâm sinh lý do không có hay chỉ có một tinh hoàn dưới bìu. Sự di chuyển từ bụng xuống bìu của tinh hoàn chịu sự tác động của rất nhiều cơ chế. Nếu những cơ chế này bị ảnh hưởng sẽ làm tinh hoàn không xuống được bìu và gây ẩn tinh hoàn.– Về nguyên tắc, phẫu thuật hạ tinh hoàn được tiến hành càng sớm càng tốt, càng giảm các nguy cơ nêu trên. Nếu bệnh nhân chỉ bị ẩn tinh hoàn một bên thì vẫn có khả năng có con. Tuy nhiên, những bệnh nhân này vẫn có nhiều rủi ro do có nguy cơ bị ung thư bên tinh hoàn ẩn và nhiều nguy cơ khác. Tại Trung tâm Nam học, Bệnh viện Hữu nghị Việt Đức, các bác sĩ cũng đã gặp nhiều trường hợp bệnh nhân có tinh hoàn ẩn một bên, tinh hoàn bên kia nằm trong bìu nhưng chẳng may bị xoắn hoặc chấn thương nên phải cắt tinh hoàn. Như vậy, nguy cơ vô sinh đối với bệnh nhân này vẫn rất lớn.",Tôi đi khám được các bác sĩ chẩn đoán ẩn tinh hoàn trong ổ bụng. Đến giờ tôi vẫn không hiểu tại sao tinh hoàn lại có thể ẩn trong ổ bụng? Sau phẫu thuật tôi có khả năng có con được không ạ?,0,
"Ở giai đoạn u sớm của ung thư biểu mô tế bào gan, các triệu chứng nghèo nàn, rất khó chẩn đoán. Bệnh nhân thường có các biểu hiện như: đau tức vùng hạ sườn phải liên tục, chán ăn, mệt mỏi, gầy sút cân nhanh, đôi khi có sốt nhẹ, có thể gặp vàng da.Để chẩn đoán bệnh, các bác sĩ cần dựa vào thăm khám lâm sàng kết hợp với hình ảnh trên phim chụp CT, MRI, xét nghiệm aFP, những trường hợp khó, cần sinh thiết khối u gan để phân biệt các bệnh lý khác ở gan.","Để chẩn đoán ung thư biểu mô tế bào gan, tôi cần chụp CT hay MRI?",0,
"Người bệnh cần để ý nếu xuất hiện những dấu hiệu này có thể đã bị mắc sa tạng chậu:– Xuất hiện khối phồng thò ra khỏi âm đạo.– Đau lưng dưới hoặc tức nặng vùng chậu.– Ra huyết âm đạo bất thường, đặc biệt là ra huyết sau mãn kinh.– Són tiểu, tiểu khó, tiểu lắt nhắt, hay bị nhiễm trùng niệu tái phát.– Quan hệ tình dục đau đớn hoặc khó khăn.– Đại tiện khó, đại tiện tắc nghẽn, phải móc tay, ấn tay, thụt tháo. Đặc biệt, vì mang “bệnh khó nói” nên nhiều phụ nữ mắc bệnh cảm thấy mặc cảm, tự ti, chịu đựng tình trạng bệnh tật kéo dài dẫn tới việc đánh mất cơ hội được điều trị hiệu quả. ","Thưa bác sĩ, bệnh sa tạng chậu có những dấu hiệu nhận biết nào ạ?",0,
"Sỏi nhỏ trong thận có thể di chuyển xuống niệu quản gây cơn đau quặn thận, xuống bàng quang và người bệnh có thể đi tiểu ra ngoài hoặc sỏi gây tắc nghẽn niệu quản dẫn đến ứ nước, ứ mủ thận và suy chức năng thận có sỏi. Khi để muộn, sỏi đài bể thận sẽ gây biến chứng:– Nhiễm khuẩn tiết niệu. – Viêm đài bể thận, viêm thận kẽ, viêm hẹp cổ đài thận.– Giãn đài bể thận, ứ nước, ứ mủ thận, áp xe thận.– Viêm quanh thận xơ hoá.– Cao huyết áp do sỏi san hô thận gây thiếu máu nhu mô thận, teo thận.– Suy thận do sỏi thận hai bên gây tắc nghẽn.",Bệnh sỏi mật diễn biến như thế nào?,0,
"Một số triệu chứng của bệnh Sỏi đường mật trong ngoài gan là:– Đau vùng hạ sườn phải, đau lan lên vai hoặc ra sau lưng, sau khi ăn đau càng tăng hơn.– Triệu chứng toàn thân hay gặp là sốt với biểu hiện sốt xuất hiện vài giờ sau khi đau, sốt cao 39-40 độ kèm theo rét run và mồ hôi.",Xin bác sĩ tư vấn giúp tôi những triệu chứng lâm sàng của bệnh Sỏi đường mật trong ngoài gan?,0,
"Nút mạch hay can thiệp nút mạch là phương pháp được áp dụng hơn 20 năm qua trên thế giới. Người ta nút kín khối u máu não bằng vật liệu như: dịch keo, hoặc các sợi kim loại nhỏ. Chất nút mạch sẽ gây tắc khối u máu và loại khối u máu ra khỏi hệ tuần hoàn não. Khối u máu có thể được bít tắc toàn bộ hoặc bít tắc từng phần. Khi bít tắc hoàn toàn, khối u máu được loại bỏ hoàn toàn. Khi bít tắc một phần, khối u máu sẽ nhỏ dần và người bệnh sẽ giảm nguy cơ chảy máu, giảm các triệu chứng lâm sàng. Nhiều bác sỹ sử dụng nút mạch như biện pháp hỗ trợ phẫu thuật bằng cách: nút mạch thực hiện trước, vài ngày sau sẽ phẫu thuật cắt khối u máu. Phương pháp này được sử dụng rộng rãi tại các nước phát triển nhằm giảm nguy cơ chảy máu trong mổ, giảm tỷ lệ tai biến, tăng tỷ lệ thành công của phẫu thuật. Phương pháp này ít sử dụng tại các nước đang phát triển do giá điều trị cao. Trước khi thực hiện nút mạch, người bệnh được làm các xét nghiệm, nhập viện và được bác sỹ giải thích về lợi ích, nguy cơ nút mạch. Người bệnh cần nhịn ăn 6 giờ trước khi thực hiện thủ thuật nút mạch. Thời gian nút mạch dao động từ 2-4 giờ tùy từng trường hợp cụ thể. Người bệnh được thay quần áo và đưa vào phòng can thiệp mạch (vô trùng như trong phòng mổ). Người bệnh nằm trên bàn, được gây tê hoặc gây mê. Bác sỹ sẽ chọc kim vào động mạch (thường ở đùi), luồn catheter vào động mạch đùi, luồn vào động mạch chủ bụng, chủ ngực, tim, động mạch cảnh và vào tới động mạch não, nơi khối u máu. Bác sỹ sẽ bơm chất nút mạch qua catheter để nút tắc khối u máu. Sau khi đã nút tắc khối u máu, catheter được rút ra, băng ép tại vị trí chọc kim. Sau thủ thuật, người bệnh được đưa về khoa, nằm thẳng trên giường, tránh cử động 6-8 giờ để giảm nguy cơ chảy máu từ điểm chọc kim qua động mạch đùi. Người bệnh thường được ra viện sau 48 giờ. Người bệnh sẽ được chụp kiểm tra sau khi ra viện vài tuần hoặc 1 tháng. Chụp kiểm tra sẽ đánh giá mức độ nút khối u máu. Nếu nút chưa hết, có thể nút lại lần 2, lần 3 bổ sung hoặc phẫu thuật.",Phương pháp nút mạch điều trị u máu não sẽ được thực hiện như thế nào ạ?,0,
"– Các chuyên gia phân chia u máu não thành 5 loại dựa trên 3 tiêu chí sau: 1) Kích thước khối u máu não, 2) Vị trí khối u máu não nằm sâu hay nông (sát bề mặt vỏ não), 3) Khối u máu não nằm gần cấu trúc chức năng hay không. U máu não được chia thành 5 độ: độ 1 là u máu não nhỏ, nằm sát vỏ não, vùng não ít chức năng. Đối với u máu não loại 1, phẫu thuật là chỉ định tốt nhất. Độ 5 là loại u máu não kích thước lớn, nằm sâu trong nhu mô não, nằm ở vùng não chức năng quan trọng (ngôn ngữ, vận động, nhìn, đồi thị…). Độ 5 thường không thể phẫu thuật.– Chúng ta có thể điều trị u máu não bằng 3 phương pháp: phẫu thuật cắt bỏ khối u máu, nút mạch hoặc xạ phẫu. Một số trường hợp sử dụng một trong ba phương pháp đó, nhưng cũng có trường hợp sử dụng hai hoặc cả ba phương pháp trên.",Bác sĩ cho tôi hỏi có nhiều loại u máu não không ạ? Có những phương pháp điều trị nào ạ?,0,
"Đột quỵ nhồi máu não nếu không được phát hiện sớm và điều trị kịp thời sẽ để lại di chứng tàn tật nặng nề ảnh hưởng đến chất lượng cuộc sống của người bệnh, là gánh nặng kinh tế cho gia đình người bệnh và toàn xã hội. Các bác sỹ khuyến cáo: người bệnh có yếu tố nguy cơ cao như: cao huyết áp, bệnh lý tim mạch, đái tháo đường, mỡ máu cao… cần khám sức khỏe định kỳ và tuân thủ chế độ điều trị của thầy thuốc. Nếu người bệnh có triệu chứng nghi ngờ đột quỵ não, cần đến ngay các cơ sở y tế uy tín để khám, chẩn đoán và điều trị kịp thời tránh các di chứng nặng nề về sau. Để nhận biết dấu hiện đột quỵ, hãy nhớ tới từ F.A.S.T: (Face): Gương mặt mất cân đối, hoặc méo xệ một bên miệng; (Arm): Kiểm tra tình trạng yếu hoặc liệt tay, chân; (Speech): Ngôn ngữ bất thường; (Time): thời gian, nếu xuất hiện 1 trong 3 dấu hiệu kể trên, người bệnh có nguy cơ đột quỵ rất cao. Khi có các dấu hiệu của đột quỵ phải đưa ngay người bệnh đến cơ sở y tế gần nhất có khả năng điều trị đột quỵ trong khoảng thời gian nhanh nhất để không bỏ qua “thời gian vàng” cứu sống người bệnh.","Tôi thấy rất nhiều người bị đột quỵ, làm thế nào nhận biết sớm đột quỵ để đến bệnh viện điều trị kịp thời ạ?",0,
"Chào bạn, việc điều trị vẹo khởi phát sớm phụ thuộc vào nhiều yếu tố như: tuổi, mức độ cong vẹo, tình trạng sức khỏe. Đối với đường cong nhỏ có thể theo dõi sát, đánh giá tiến triển đường cong. Với đường cong mức độ trung bình, có thể điều trị bằng áo nẹp hoặc bó bột. Với đường cong tiến triển nhanh, đường cong lớn, chỉ định phẫu thuật có thể được đặt ra. Các phương pháp điều trị phẫu thuật đó là:– Nẹp tăng trưởng: Đặt hệ thống nẹp nhằm nắn chỉnh vẹo cột sống, sau đó sẽ giãn nẹp định kì, để đảm bảo sự phát triển lớn lên của cột sống.– Cắt dị tật chỉnh vẹo: Với các vẹo do dị tật thân đốt sống. ",Xin bác sĩ tư vấn giúp em những phương pháp điều trị bệnh vẹo cột sống khởi phát sớm?,0,
"Một số dấu hiệu nhận biết của bệnh lý Vẹo cột sống khởi phát sớm là: Hai vai không cân nhau; Hai chân không cân nhau; Bướu ở vùng ngực hoặc thắt lưng; Bướu gù vùng cột sống lưng; Khi trẻ đứng thẳng, cúi về phía trước, dị tật vẹo sẽ biểu hiện rõ hơn.Một số dấu hiệu có thể đi kèm: Mảng sắc tố, đám lông bất thường; Tiểu tiện không tự chủ, yếu tay chân; Dấu hiệu khó thở; Dị tật bàn chân, bàn tay.","Thưa bác sĩ, bệnh vẹo cột sống khởi phát sớm có dấu hiệu nhận biết như thế nào ạ?",0,
"Những triệu chứng thường gặp của bệnh gù cột sống là: Tròn vai; Bướu gù ở lưng; Đau lưng nhẹ; Mỏi lưng và cơ bắp; Cột sống cứng; Căng cơ gân kheo (cơ ở mặt sau của đùi).Hiếm khi, theo thời gian bệnh tiến triển nặng lên, các đường cong tăng dần có thể dẫn đến: Yếu, tê hoặc ngứa ran ở chân; Mất cảm giác; Khó thở, thở nông.","Thưa bác sĩ, triệu chứng của bệnh lý Gù cột sống là gì ạ?",0,
