answer,question,is_labeled,question_similaries
"Bệnh lao ruột là một thể bệnh lao ngoài phổi, do trực khuẩn lao gây nên tình trạng nhiễm khuẩn đường tiêu hóa đặc hiệu.

Bệnh lao ruột thường xảy ra ở các quốc gia đang phát triển, là bệnh lý ít gặp nhưng rất nguy hiểm vì khó chẩn đoán, điều trị và tỷ lệ biến chứng rất lớn.

Trong cơ thể, trực khuẩn lao thường ngủ yên, khi cơ thể bị suy giảm miễn dịch thì sẽ kích thích vi khuẩn lao hoạt động và gây lao ruột.",Tổng quan bệnh Lao ruột,1,"['Bệnh Lao ruột', 'Bệnh Lao ruột là gì', 'Lao ruột là gì']"
"Bệnh lao ruột xảy ra do 2 nguyên nhân là nguyên phát và thứ phát
Lao ruột nguyên phát
	Là loại lao ít gặp, nó xảy ra khi vi khuẩn lao xâm nhập vào cơ thể thông qua đường tiêu hoá và khu trú ở ngay ruột, sau đó vi khuẩn lao mới xâm nhập sang các cơ quan khác.
	Vi khuẩn lao xâm nhập trực tiếp qua đường ăn uống, chủ yếu do dùng sữa bò tươi và các chế phẩm từ sữa có trực khuẩn lao bò, sử dụng thức ăn và nước uống có nhiễm trực khuẩn lao.
Lao ruột thứ phát
Là lao ruột thường gặp sau khi bệnh nhân bị lao phổi, lao thực quản, lao họng hầu lao màng bụng.",Nguyên nhân bệnh Lao ruột,1,['Vì sao mắc bệnh Lao ruột']
"Bệnh lao ruột xảy ra khá âm thầm, dấu hiệu bệnh lao ruột thường không đặc hiệu do đó ít khi người bệnh đến khám ở giai đoạn đầu.
Các dấu hiệu bệnh lao ruột thường là biểu hiện bệnh lý đường tiêu hóa như:
	Buồn nôn; đau bụng toàn bộ hay khu trú, thường đau nhiều hơn ở hố chậu phải.
	Đường ruột bị tắc nghẽn do hẹp gây nên tình trạng đau quặn bụng với chứng sôi bụng xảy ra.
	Rối loạn đại tiện thường là bệnh nhân bị tiêu chảy kéo dài, có thể kèm theo phân có máu. Đôi khi xảy ra tình trạng bị táo bón hoặc xen lẫn tiêu chảy và táo bón. Triệu chứng tiêu chảy xuất hiện nhiều hơn khi bệnh nhân bị loét.
	Đầy hơi và hơi sôi bụng thường khu trú ở vùng hố chậu phải.
Ngoài ra còn có các triệu chứng như sụt cân, đổ mồ hôi đêm, sốt, suy nhược,...
Lao ruột, nếu không được phát hiện và chữa trị kịp thời, bệnh nhân có thể gặp các biến chứng như tắc ruột, có khối u giống u đại tràng, thủng ruột, viêm phúc mạc, xuất huyết tiêu hóa nặng và hội chứng kém hấp thu, dẫn đến suy kiệt và tử vong.

Khi thấy có các triệu chứng bất thường nghi ngờ bệnh lao ruột, bệnh nhân cần đến bệnh viện hoặc các cơ sở y tế để được các bác sĩ chẩn đoán và điều trị kịp thời, hạn chế tối đa các biến chứng nguy hiểm.",Triệu chứng bệnh Lao ruột,1,"['Biểu hiện bệnh Lao ruột', 'Bệnh Lao ruột có triệu chứng như nào', 'Bệnh Lao ruột có biểu hiện như nào']"
"Bệnh lao ruột không giống như lao phổi, lao ruột không lây qua không khí và tiếp xúc.
Người bị bệnh lao ruột chủ yếu do nuốt phải đờm, dãi, chất nhầy có chứa vi khuẩn lao của bệnh nhân đang mắc phải lao ruột, do ăn các thực phẩm bị nhiễm vi khuẩn lao,...",Đường lây truyền bệnh Lao ruột,1,"['Đường lây nhiễm bệnh Lao ruột', 'Bệnh Lao ruột có lây truyền không', 'Bệnh Lao ruột có lây nhiễm không']"
"Hiện nay, các bệnh lao hệ thống xương khớp đang chiếm 1/5 tổng số các trường hợp lao ngoài phổi. Riêng ở Việt Nam, 65% bệnh nhân bị lao hệ xương khớp bị mắc bệnh lao cột sống, lao khớp (khớp gối, háng, cổ chân, vai, cổ tay...). Vậy bệnh lao cột sống là gì?

Bệnh lao cột sống hay còn gọi là mục xương sống là một dạng bệnh lý lao ngoài phổi, thường gặp nhất trong hệ vận động, tuy nhiên, hiện nay dưới sự phát triển của y học đã tìm ra phương pháp chữa khỏi khi được phát hiện sớm.",Tổng quan bệnh Lao cột sống,1,"['Bệnh Lao cột sống', 'Bệnh Lao cột sống là gì', 'Lao cột sống là gì']"
"Lao cột sống là tình trạng do viêm đốt sống-đĩa đệm do lao. Khi bị mắc bệnh là lúc cột sống bị vi khuẩn lao sau khi qua phổi hoặc hệ thống tiêu hóa sẽ theo đường máu hoặc bạch huyết đến khu trú tại một bộ phận của hệ thống cơ xương khớp.

Nguyên nhân bệnh lao cột sống do vi khuẩn lao sau khi qua phổi hoặc hệ thống tiêu hóa sẽ theo đường máu hoặc bạch huyết đến khu trú tại một bộ phận nào đó của hệ thống cơ xương khớp gây bệnh.",Nguyên nhân bệnh Lao cột sống,1,['Vì sao mắc bệnh Lao cột sống']
"Bệnh nhân bị bệnh lao cột sống sẽ bị phá hủy các thân đốt sống âm thầm, vì vậy các triệu chứng bệnh lao cột sống xuất hiện rất chậm và thường có các triệu chứng chủ quan giống như lao phổi: sốt nhẹ về chiều, lười hoặc chán ăn, giảm cân trầm trọng, cơ thể ốm yếu, mệt mỏi
	Đau vùng đốt sống bị tổn thương: ban đầu vết đau âm ỉ và có chiều hướng tăng dần vào chiều và đêm. Đau thường khu trú ở khu vực đốt sống vùng ngực là lúc bị lao cột sống ngực. Nếu biểu hiện đau càng dữ dội là lúc cột sống thắt lưng bị phá hủy nặng dẫn đến một hay hai chân co giật và đau lan theo rễ thần kinh bị chèn ép.
	Chân tay bị teo: chân teo nhỏ lại, đặc biệt là vùng trước ngoài cẳng chân hay bắp chuối chân, thường thấy trong lao cột sống thắt lưng. Kèm theo đó là các biểu hiện liệt vận động hai chân, do chèn ép tuỷ sống, dấu hiệu này xuất hiện chậm hơn.
	
	
	Khi hai chân có dấu hiệu bị chèn ép rễ thần kinh sẽ có biểu hiện rối loạn biến dưỡng da, lông, móng.
	Thấy phồng lên trong ổ bụng dưới. Khi áp xe lớn sẽ chui qua dây chằng bẹn, xuống đùi, giống dạng áp xe hình nút áo. Áp xe lao có thể xuất hiện lớn sau mông, vùng tam giác Petit trên mào chậu sau, xuống vùng u toạ, hay ra mặt ngoài đùi… Khi áp xe quá lớn dưới da, áp xe bể sẽ dẫn đến hiện tượng dò mủ dưới da.
	Liệt vận động hai chân là biểu hiện thường thấy hơn liệt vận động tứ chi, đa phần do lao cột sống ngực thấp.",Triệu chứng bệnh Lao cột sống,1,"['Biểu hiện bệnh Lao cột sống', 'Bệnh Lao cột sống có triệu chứng như nào ', 'Bệnh Lao cột sống có biểu hiện như nào ']"
"Do sự xâm nhập của vi khuẩn lao tại hệ thống xương khớp trong cơ thể con người gây nên, bệnh lao cột sống có thể lây truyền từ người sang người nếu như nguyên nhân của lao cột sống là do lao phổi. Khi vi khuẩn lao phổi đã xâm nhập vào hệ tiêu hóa và theo tuần hoàn máu di chuyển đến các bộ phận khác của xương, từ đó phá hủy xương khớp ở khu vực mà trú ngụ.

Tuy nhiên, khả năng lây nhiễm của bệnh lao cột sống ít hơn nhiều so với bệnh lao phổi.",Đường lây truyền bệnh Lao cột sống,1,"['Đường lây nhiễm bệnh Lao cột sống', 'Bệnh Lao cột sống có lây truyền không', 'Bệnh Lao cột sống có lây nhiễm không']"
"Để phòng ngừa bệnh lao cột sống có thể kể đến các biện pháp cụ thể sau:
	Duy trì lối sống khoa học, lành mạnh, tránh tiếp xúc với thuốc lá, bụi và hóa chất
	Hạn chế tiếp xúc với bệnh nhân bị lao phổi, khi tiếp xúc phải có biện pháp tránh lây nhiễm.
	Thường xuyên kiểm tra sức khỏe định kỳ để kịp thời phát hiện bệnh và có phương pháp điều trị thích hợp.",Phòng ngừa bệnh Lao cột sống,1,"['Phòng tránh bệnh Lao cột sống', 'Phương pháp phòng ngừa bệnh Lao cột sống', 'Biện pháp phòng ngừa bệnh Lao cột sống']"
"Lưỡi bản đồ (tên tiếng Anh là Geographic tongue) là một tình trạng viêm nhưng không ảnh hưởng đến bề mặt lưỡi của người bệnh. Lưỡi thường được bao phủ bởi những nhú lưỡi nhỏ li ti, có màu trắng hồng; thường ngắn, mịn và trông giống như sợi tóc. Với lưỡi bản đồ, những vết trên bề mặt lưỡi không có nhú lưỡi và là một khoảng đỏ, nhăn, thường có viền bao quanh.

Vậy viêm lưỡi bản đồ là gì?

Những vết này khiến lưỡi có hình dạng giống như bản đồ, thường lành lại ở một khu vực và sau đó lại lan sang phần khác của lưỡi. Bệnh còn được gọi là viêm lưỡi di trú lành tính.

Mặc dù lưỡi bản đồ có thể trông khá nguy hiểm, nhưng nó không gây ra vấn đề sức khỏe và không liên quan đến nhiễm trùng hoặc ung thư. Lưỡi bản đồ đôi khi có thể gây khó chịu cho lưỡi và tăng độ nhạy cảm với một số chất, chẳng hạn như gia vị, muối và thậm chí là đồ ngọt.",Tổng quan bệnh Lưỡi bản đồ,1,"['Bệnh Lưỡi bản đồ', 'Bệnh Lưỡi bản đồ là gì', 'Lưỡi bản đồ là gì']"
"Lưỡi bản đồ xảy ra khi các bộ phận của lưỡi bị thiếu các lớp da nhỏ gọi là u nhú. Chúng thường bao phủ toàn bộ lớp trên của lưỡi. Tại sao bạn mất những papillae trong lưỡi bản đồ? Không ai biết chắc chắn. Tuy nhiên, vì lưỡi bản đồ có xu hướng chạy trong các gia đình, di truyền có thể là một liên kết phổ biến.

Lưỡi bản đồ cũng đã được nhìn thấy thường xuyên hơn ở những người bị bệnh vẩy nến và ở những người có lưỡi bị nứt. Trong lưỡi nứt, vết nứt và rãnh xuất hiện trên đỉnh và hai bên của lưỡi.",Nguyên nhân bệnh Lưỡi bản đồ,1,['Vì sao mắc bệnh Lưỡi bản đồ']
"Các dấu hiệu và triệu chứng của lưỡi bản đồ có thể bao gồm:
	Các mảng (vết thương) nhẵn, màu đỏ, hình dạng không đều ở đầu hoặc bên lưỡi 
	Thay đổi thường xuyên về vị trí, kích thước và hình dạng của tổn thương
	Trong một số trường hợp có thể có khó chịu, đau hoặc cảm giác nóng rát, thường liên quan đến việc ăn thức ăn cay hoặc axit
	Nhiều người có lưỡi bản đồ không có triệu chứng.
	Lưỡi địa lý có thể kéo dài tiếp tục trong nhiều ngày, nhiều tháng hoặc nhiều năm. Bệnh thường tự mất nhưng có thể xuất hiện lại sau đó.
Khi nào đi khám bác sĩ?
Lưỡi bản đồ là một điều kiện nhỏ - mặc dù đôi khi không thoải mái -. Tuy nhiên, các tổn thương trên lưỡi có thể chỉ ra các tình trạng nghiêm trọng khác của lưỡi hoặc các bệnh ảnh hưởng đến cơ thể nói chung. Nếu bạn có tổn thương trên lưỡi mà không giải quyết trong vòng 10 ngày, hãy gặp bác sĩ hoặc nha sĩ.
Biến chứng
Lưỡi bản đồ là một bệnh lý lành tính. Nó không đe dọa sức khỏe của bạn, không gây ra các biến chứng lâu dài hoặc làm tăng nguy cơ mắc các bệnh nguy hiểm.
Tuy nhiên, nó có thể khiến bạn lo lắng vì:
	Hình dáng của lưỡi có thể khiến bạn xấu hổ, tùy thuộc vào tổn thương trông như thế nào
	Có thể khó để trấn an tinh thần là thực tế không có gì nghiêm trọng cả",Triệu chứng bệnh Lưỡi bản đồ,1,"['Biểu hiện bệnh Lưỡi bản đồ', 'Bệnh Lưỡi bản đồ có triệu chứng như nào', 'Bệnh Lưỡi bản đồ có biểu hiện như nào']"
"Bệnh lưỡi bản đồ không phải là bệnh truyền nhiễm, do đó, không có khả năng lây truyền từ người bệnh sang người khỏe mạnh.",Đường lây truyền bệnh Lưỡi bản đồ,1,"['Đường lây nhiễm bệnh Lưỡi bản đồ', 'Bệnh Lưỡi bản đồ có lây truyền không', 'Bệnh Lưỡi bản đồ có lây nhiễm không', 'Bệnh Lưỡi bản đồ lây truyền qua đường nào', 'Bệnh Lưỡi bản đồ lây nhiễm qua đường nào']"
"Giữ vệ sinh trong ăn uống, sinh hoạt
	không sử dụng sữa bò tươi chưa qua xử lý.
	Tránh tiếp xúc với môi trường bị ô nhiễm, đặc biệt là môi trường có chứa silic, đây là loại bụi gây ảnh hưởng nghiêm trọng đến phổi.
	Khi sử dụng các thuốc làm suy giảm miễn dịch như corticoid cần phải theo dõi thường xuyên tình trạng miễn dịch của cơ thể.
	Khi có các nghi ngờ mắc bệnh, phải đi khám để được chẩn đoán và điều trị kịp thời, tránh để bệnh trở nặng, gây nguy hiểm cho bản thân và những người xung quanh.",Phòng ngừa bệnh Lao ruột,1,"['Phòng tránh bệnh Lao ruột', 'Phương pháp phòng tránh bệnh Lao ruột', 'Biện pháp phòng tránh bệnh Lao ruột', 'Phương pháp phòng ngừa bệnh Lao ruột', 'Biện pháp phòng ngừa bệnh Lao ruột']"
"Xét nghiệm máu
Bạch cầu lympho tăng cao, tốc độ lắng máu tăng, bệnh nhân bị thiếu máu đây là dấu hiệu phổ biến để chẩn đoán  bệnh nhân bị bệnh lao
Chụp X-quang bụng
Chụp transit ruột (có uống thuốc cản quang barium), chụp khung đại tràng có cản quang, thấy các hình ảnh:
	Đại tràng có hình không đều (chỗ to, chỗ nhỏ);
	Vùng hồi - manh - đại tràng ngấm thuốc không đều hoặc có hình đọng thuốc nhỏ, Các ổ loét ở ruột non có các hình đọng thuốc, cố định, tròn hoặc hình bầu dục
	Hình tiểu tràng biến dạng chỗ to, nhỏ (hình ống đàn)Thụt tháo bằng barium và uống barium
Chụp mạch lympho bằng X-quang
Nhằm kiểm tra các mạch hệ thống bạch huyết sau khi tiêm một chất đục để tiến hành chụp X- quang.
	Chụp Gallium citrate giúp phát hiện các trường hợp viêm như viêm thanh mạc và viêm phúc mạc.
Nội soi bằng ống mềm
Phương pháp này giúp bác sĩ quan sát được triệu chứng thực thể, chẩn đoán và đưa ra hướng điều trị tốt nhất:
	Các hạt lao như­ những hạt kê màu trắng rải rác trên niêm mạc.
	Những ổ loét nông, bờ mỏng, màu tím bầm, có thể có chảy máu ở bờ hoặc đáy ổ loét.
	Hoặc một khối u, mặt không đều, thâm nhiễm hết vùng manh tràng (thư­ờng làm hẹp nhiều ở lòng manh tràng, không thể đ­ưa ống soi qua được).",Các biện pháp chẩn đoán bệnh Lao ruột,1,"['Chẩn đoán bệnh Lao ruột', 'Biện pháp chẩn đoán bệnh Lao ruột', 'Phương pháp chẩn đoán bệnh Lao ruột']"
"Bệnh lao ruột gồm hai hướng điều trị là điều trị nội khoa và ngoại khoa, tuy nhiên trên lâm sàng chủ yếu vẫn dùng điều trị nội khoa.
	Điều trị nội khoa bằng thuốc theo đúng chỉ định kết hợp chế độ ăn uống hợp lý: Ăn đủ chất, nhất là đạm, vitamin, không nên ăn nhiều thức ăn dạng bột.
	Điều trị ngoại khoa: Phẫu thuật chỉ được  trong trường hợp lao ruột có biến chứng (hơn 80% trường hợp biến chứng phải can thiệp bằng phương pháp này).",Các biện pháp điều trị bệnh Lao ruột,1,"['Điều trị bệnh Lao ruột', 'Biện pháp điều trị bệnh Lao ruột', 'Phương pháp điều trị bệnh Lao ruột', 'Chữa trị bệnh Lao ruột', 'Biện pháp chữa trị bệnh Lao ruột']"
"Hiện nay trong số ca bệnh về lao, lao phổi chiếm 80-85% tổng số ca bệnh và là nguyên nhân lây chính cho những người xung quanh.

Bệnh lao phổi có nguy hiểm không? Bệnh lao phổi được chia thành 2 thể chính là lao phổi và lao ngoài phổi, nếu không được điều trị kịp thời người bệnh bị nhiễm lao phổi có thể nguy hiểm đến tính mạng.",Tổng quan bệnh Lao phổi,1,"['Lao phổi là gì', 'Bệnh Lao phổi là gì', 'Bệnh Lao phổi']"
"Lao phổi là một bệnh truyền nhiễm do vi khuẩn lao gây nên ở phổi của người bệnh. Vi khuẩn Mycobacterium tuberculosis chính là nguyên nhân chính gây ra bệnh lao phổi.

Vi khuẩn Mycobacterium tuberculosis thông qua các con đường như: người lao phổi ho, nói, hắt hơi, khạc nhổ mà phát tán ra bên ngoài, lây truyền cho người hít. Các vi khuẩn lao này có thể qua đường máu hay bạch huyết để lan truyền đến các bộ phận nội tạng khác trong cơ thể người bệnh và gây bệnh lao tại đó.",Nguyên nhân bệnh Lao phổi,1,['Vì sao mắc bệnh lao phổi']
"Dấu hiệu và triệu chứng của lao phổi được biểu hiện dưới những hiện tượng sau:
	Dấu hiệu quan trọng nhất là người bệnh bị ho kéo dài liên tục hơn 2 tuần, có thể là ho khan, ho đờm hoặc nghiêm trọng hơn là ho ra máu.
	Cơ thể có biểu hiện mệt mỏi, giảm cân và mất cảm giác thèm ăn
	Người bệnh bị đau ngực thậm chí là khó thở
	Bị ra mồ hôi vào ban đêm và có biểu hiện sốt nhẹ về chiều.


Tuy nhiên các dấu hiệu trên cũng thường gặp ở nhiều bệnh khác nhau, chính vì vậy để có kết quả chuẩn đoán chính xác cần thiết phải làm những xét nghiệm chuyên biệt để có phác đồ điều trị phù hợp.",Triệu chứng bệnh Lao phổi,1,"['Biểu hiện bệnh lao phổi', 'Bệnh lao phổi có triệu chứng như nào', 'Bệnh lao phổi có biểu hiện như nào']"
"Để phòng ngừa bệnh lao, hiện nay có biện pháp hữu hiệu nhất là tiêm vắc xin phòng chống lao cho trẻ sơ sinh theo chương trình tiêm chủng quốc gia mở rộng.

Ngoài ra việc duy trì thói quen sinh hoạt khoa học như: ăn uống, nghỉ ngơi hợp lý; tránh xa các chất gây nghiện; giữ gìn môi trường làm việc, nơi ở sách sẽ thoáng máy cũng là một trong những biện pháp phòng ngừa bệnh lao phổi hiệu quả.",Phòng ngừa bệnh Lao phổi,1,"['Phòng tránh bệnh Lao phổi', 'Phương pháp phòng tránh bệnh Lao phổi', 'Biện pháp phòng tránh bệnh Lao phổi', 'Biện pháp phòng ngừa bệnh Lao phổi', 'Phương pháp phòng ngừa bệnh Lao phổi']"
"Khi có các biểu hiện như sốt nhẹ về chiều, ra mồ hôi về đêm hay chán ăn, mệt mỏi, khó thở, đau ngực bác sĩ sẽ tiến hành khám phổi và khám toàn thân.

Trên cơ sở khám lâm sàng, bệnh nhân cần làm một số xét nghiệm sau để có kết luận chính xác:


	Chụp X-quang phổi
	Nếu có thể tiến hành xét nghiệm Xpert MTB/RIF
	Tìm AFB thông qua phương pháp nhuộm soi đờm trực tiếp",Các biện pháp chẩn đoán bệnh Lao phổi,1,"['Chẩn đoán bệnh Lao phổi', 'Phương pháp chẩn đoán bệnh Lao phổi', 'Biện pháp chẩn đoán bệnh Lao phổi']"
"Bệnh Lyme là một căn bệnh do vi khuẩn gây ra lây truyền bởi các con bọ chét nhiễm bệnh sống trên cơ thể hươu nai truyền sang người và động vật. Bệnh này là bệnh lây truyền qua bọ chét được báo cáo thường xuyên nhất tại Hoa Kỳ.

Bệnh lyme có nguy hiểm không?

Bệnh lyme thường hiếm gặp, có khả năng mắc bệnh nếu sống hoặc dành thời gian ở những vùng cỏ, nhiều cây cối nơi bọ chét mang bệnh lyme phát triển mạnh. Căn bệnh lạ lyme hiếm gặp nếu khó chẩn đoán để lại hậu quả nghiêm trọng, nếu không được điều trị có thể gây ra các biến chứng như:
	Viêm khớp mãn tính (viêm khớp Lyme), đặc biệt là khớp gối
	Các triệu chứng thần kinh, chẳng hạn như liệt mặt và bệnh thần kinh
	Khiếm khuyết nhận thức, chẳng hạn như bộ nhớ bị suy giảm
	Nhịp tim không đều
Vì vậy điều quan trọng là phải thực hiện các biện pháp phòng ngừa thông thường trong các khu vực bị nhiễm ve. Nếu mắc bệnh cần được chẩn đoán sớm và điều trị kịp thời.",Tổng quan bệnh Lyme,1,"['Bệnh Lyme', 'Bệnh Lyme là gì', 'Lyme là gì']"
"Bệnh Lyme được gây ra bởi bốn loài vi khuẩn chính. Borrelia burgdorferi và Borrelia mayonii gây bệnh Lyme ở Hoa Kỳ, trong khi Borrelia afzelii và Borrelia garinii là những nguyên nhân hàng đầu ở Châu Âu và Châu Á. Bệnh do con bọ chét gây ra phổ biến nhất ở những vùng này, bệnh Lyme lây truyền qua vết cắn của con bọ chét bị nhiễm bệnh, thường có ở trên con hươu nai

Để mắc bệnh Lyme, một con bọ chét bị nhiễm bệnh phải cắn bạn. Vi khuẩn xâm nhập vào da thông qua vết cắn và cuối cùng xâm nhập vào máu .Trong hầu hết các trường hợp, để truyền bệnh Lyme, một con bọ chét phải được gắn trong 36 đến 48 giờ. Loại bỏ con bọ chét trên da càng sớm càng tốt ngăn ngừa mắc bệnh.",Nguyên nhân bệnh Lyme,1,['Vì sao mắc bệnh Lyme']
"Các dấu hiệu bệnh Lyme khác  nhau. Chúng thường xuất hiện trong các giai đoạn, nhưng các giai đoạn có thể chồng chéo lên nhau.
Dấu hiệu và triệu chứng sớm
Một vết sưng nhỏ, màu đỏ, tương tự như vết sưng của vết muỗi đốt, thường xuất hiện ở vị trí vết cắn hoặc loại bỏ bọ ve và giải quyết trong vài ngày. Điều này xảy ra bình thường không chỉ ra bệnh Lyme.
Tuy nhiên, những dấu hiệu và triệu chứng này có thể xảy ra trong vòng một tháng sau khi bạn bị nhiễm bệnh:
	Phát ban. Từ ba đến 30 ngày sau khi bị ve cắn bị nhiễm bệnh, một vùng màu đỏ mở rộng có thể xuất hiện đôi khi xóa ở trung tâm, tạo thành mô hình mắt bò. Phát ban (ban đỏ di chuyển) mở rộng chậm qua nhiều ngày và có thể lan rộng đến 12 inch (30 cm). Nó thường không ngứa hoặc đau nhưng có thể cảm thấy ấm khi chạm vào. Phát ban là một trong những đặc điểm nổi bật của bệnh Lyme, mặc dù không phải ai mắc bệnh Lyme cũng bị phát ban. Một số người phát triển phát ban này tại nhiều nơi trên cơ thể.
	Các triệu chứng khác. Sốt, ớn lạnh, mệt mỏi, đau nhức cơ thể, nhức đầu, cứng cổ và sưng hạch có thể đi kèm với phát ban.
Dấu hiệu và triệu chứng muộn hơn
Nếu không được điều trị, các dấu hiệu và triệu chứng mới của nhiễm trùng Lyme có thể xuất hiện trong vài tuần tới vài tháng. Bao gồm các:
	Phát ban có thể xuất hiện trên các khu vực khác của cơ thể bạn.
	Đau khớp. Những cơn đau khớp và sưng nghiêm trọng đặc biệt ảnh hưởng đến đầu gối của bạn, nhưng cơn đau có thể chuyển từ khớp này sang khớp khác.
	Vấn đề về thần kinh. Vài tuần, vài tháng hoặc thậm chí nhiều năm sau khi bị nhiễm trùng, bạn có thể bị viêm màng bao quanh não (viêm màng não), tê liệt tạm thời một bên mặt (tê liệt), tê hoặc yếu chân tay và cử động cơ bắp bị suy yếu.
Các dấu hiệu và triệu chứng ít phổ biến hơn
Vài tuần sau khi bị nhiễm bệnh, một số người phát triển:
	Các vấn đề về tim, chẳng hạn như nhịp tim không đều
	Viêm mắt
	Viêm gan (viêm gan)
	Mệt mỏi nặng
Nếu bạn nghĩ rằng bạn đã bị cắn và có các dấu hiệu và triệu chứng của bệnh Lyme - đặc biệt nếu bạn sống ở khu vực phổ biến bệnh Lyme - hãy liên hệ với bác sĩ của bạn. Điều trị bệnh Lyme hiệu quả hơn nếu được bắt đầu sớm.",Triệu chứng bệnh Lyme,1,"['Biểu hiện bệnh Lyme', 'Bệnh Lyme có triệu chứng như nào', 'Bệnh Lyme có biểu hiện như nào']"
"Bọ chét trên hươu nai bám chặt vào những loại cây gần mặt đất ở những nơi đầy bụi rậm, cây rừng, hoặc nhiều cỏ. Những con bọ chét này khá nhỏ và leo lên cơ thể động vật và những người chạm phải những cây đó. Những con bọ chét rất nhỏ, gọi là ấu trùng, chỉ bé như dấu chấm cuối câu, nhiễm vi khuẩn gây bệnh Lyme khi chích vào những con vật bị nhiễm bệnh. Những con bọ chét lớn hơn một chút, gọi là con nhộng, có kích thước bằng hạt cây anh túc, là loại có nhiều khả năng chích con người nhất. Những con bọ chét trưởng thành sống trên cơ thể hươu nai cũng có thể truyền bệnh, nhưng chúng không có nguy cơ cao bằng những con nhộng vì những con trưởng thành ít có khả năng chích người hơn vì chúng dễ nhìn và dễ bị gỡ ra. Những con bọ chét trên hươu nai có kích cỡ nhỏ nên dễ gây bệnh. Bọ chét thường phải bám dính trong ít nhất 48 giờ mới có thể truyền vi khuẩn, nên việc gỡ bọ chét ngay sau khi bị chích sẽ giảm nhiều khả năng mắc bệnh.",Đường lây truyền bệnh Lyme,1,"['Đường lây nhiễm bệnh Lyme', 'Bệnh Lyme lây truyền không', 'Bệnh Lyme lây nhiễm không']"
"Cách tốt nhất để phòng bệnh Lyme là tránh những khu vực có bọ ve sống, đặc biệt là những khu vực nhiều cây cối, rậm rạp với cỏ dài. Các biện pháp có thể giảm nguy cơ mắc bệnh Lyme bao gồm	
	Che đậy. Khi ở những khu vực nhiều cây cối hoặc cỏ, hãy mang giày, quần dài nhét vào tất, áo sơ mi dài tay, mũ và găng tay. Cố gắng bám vào những con đường mòn và tránh đi bộ qua những bụi cây thấp và cỏ dài. 
	Sử dụng thuốc chống côn trùng. Áp dụng thuốc chống côn trùng với nồng độ DEET 20% hoặc cao hơn cho làn da của bạn. Cha mẹ nên áp dụng thuốc chống côn trùng cho trẻ, tránh tay, mắt và miệng.
	Hãy nhớ rằng thuốc chống hóa chất có thể độc hại, vì vậy hãy làm theo hướng dẫn cẩn thận. Áp dụng các sản phẩm với permethrin cho quần áo hoặc mua quần áo tiền xử lý.
	Dọn dẹp, cắt cỏ thường xuyên, sắp xếp đồ đạc gọn gàng trong khu vực khô, nắng để ngăn chặn loài gặm nhấm mang bọ chét.
	Kiểm tra quần áo, bản thân, con cái và thú cưng để tìm bọ ve. Hãy đặc biệt thận trọng sau khi dành thời gian trong khu vực rừng hoặc cỏ. Bọ ve thường không lớn hơn đầu ghim, vì vậy bạn có thể không phát hiện ra chúng trừ khi bạn tìm kiếm cẩn thận.
	Thật hữu ích khi tắm ngay khi bạn vào trong nhà. Bọ ve thường lưu lại trên da bạn hàng giờ trước khi tự gắn. Tắm và sử dụng khăn lau có thể loại bỏ bọ ve không được chăm sóc.
	
	
	Loại bỏ bọ chét trên da càng sớm càng tốt với nhíp. Nhẹ nhàng nắm lấy con ve gần đầu hoặc miệng của nó. Đừng bóp hoặc nghiền nát ve, nhưng kéo cẩn thận và đều đặn. Khi bạn đã loại bỏ toàn bộ bọ ve, hãy vứt bỏ nó bằng cách cho nó vào cồn hoặc xả nó xuống nhà vệ sinh, và bôi thuốc sát trùng lên vùng bị cắn.",Phòng ngừa bệnh Lyme,1,"['Phòng tránh bệnh Lyme', 'Phương pháp phòng tránh bệnh Lyme', 'Biện pháp phòng tránh bệnh Lyme', 'Phương pháp phòng ngừa bệnh Lyme', 'Biện pháp phòng ngừa bệnh Lyme']"
"Ánh sáng được phản xạ từ vật được khúc xạ qua giác mạc và thủy tinh thể sẽ hội tụ trên võng mạc mắt. Tại võng mạc, các tế bào cảm thụ sẽ chuyển tín hiệu ánh sáng thành các tín hiệu thần kinh và truyền lên não thông qua hệ thần kinh thị giác. Hình ảnh được não tạo ra dựa trên những tín hiệu đó.
	Ở người bình thường, các tia hình ảnh được phản xạ từ vật sau khi đi qua giác mạc và thủy tinh thể sẽ được hội tụ tại một điểm trên võng mạc. Loạn thị là bệnh mà những tia hình ảnh đó không hội tụ tại một điểm mà hội tụ tại nhiều điểm trên võng mạc làm cho tín hiệu hình ảnh bị thay đổi và ảnh hưởng hình ảnh tạo ra.",Tổng quan bệnh Loạn thị,1,"['Bệnh Loạn thị', 'Bệnh Loạn thị là gì', 'Loạn thị là gì']"
"Nguyên nhân loạn thị chủ yếu là do bất thường về hình dạng của giác mạc. Ở người bình thường, giác mạc có dạng hình chỏm cầu với một độ cong hoàn hảo. Giác mạc của người bị loạn thị bị biến dạng làm mất đi độ cong đó gây ra tình trạng hình ảnh hội tụ tại nhiều điểm trên võng mạc (có thể ở trước và sau võng mạc) làm cho hình ảnh tạo ra bị không rõ ràng, nhòe và mờ.",Nguyên nhân bệnh Loạn thị,1,['Vì sao mắc bệnh loạn thị']
