question1,question2,label
Các biện pháp điều trị bệnh Bệnh lao phổi,Sâu răng ở trẻ em: Nguyên nhân và cách điều trị,0
Triệu chứng của hạch cuống họng biểu hiện như thế nào ?,Hạch cùng họng là nguyên nhân gây ra những bệnh gì ?,1
Hậu quả của thai nhi hít phải phân su là gì ?,Cần làm gì để phòng ngừa khả năng sặc nước ối của thai nhi ?,1
Các biến chứng của bệnh Động mạch ngoại biên là gì ?,Đường lây của bệnh Viêm gan B là gì ?,0
 Chế độ ăn nào có thể giúp phòng ngừa bệnh xơ cứng teo cơ một bên?,Chuối và sữa tươi có chứa các chất dinh dưỡng gì ?,0
Tập thể dục đều đặn khi mang thai có tác dụng gì ?,Xin bác sĩ cho lời khuyên để tăng cường sức đề kháng và phòng bệnh đường hô hấp ở trẻ.,0
Các bệnh thường gặp ở trẻ em 9 tháng tuổi,Cơ chế gây ra nấc cụt là gì ?,0
Tổng quan bệnh Tiêu chảy?,Triệu chứng  Hội chứng Albright,0
Cơ chế gây hại cho phổi của các chất độc là ?,Những cách thanh lọc phổi cần biết là gì ?,1
Nguyên nhân gây ra bệnh hẹp van hai lá là gì ?,Tình trạng rối loạn kinh nguyệt có gây nên thiếu máu không ?,0
Carbohydrate phức hợp và những điều bạn cần biết,Triệu chứng bệnh Loãng xương,0
Các biện pháp chẩn đoán bệnh Thai ngoài tử cung?,Giai đoạn đầu của bệnh suy thận có biểu hiện thành triệu chứng không ?,0
PSA là chỉ số gì ?,Tổng quan bệnh Viêm xoang,0
Nguyên nhân bệnh Viêm não Nhật Bản là gì ?,Jet lag là gì,0
Chia sẻ cho bạn 5 cách chữa viêm nang lông cực hay,Nghiệm pháp gắng sức có mục đích gì ?,0
Bài thuốc dân gian chữa hăm tã cực kỳ công hiệu,Chụp động mạch là gì ?,0
Triệu chứng bệnh Khí phế thũng,Dấu hiệu bệnh Khí phế thũng,1
Có nên dùng thuốc tuyến giáp khi mang thai?,Khi mang thai có cần tăng liều thuốc tuyến giáp không ?,1
Bệnh Nhồi máu não thường gặp mấy nguyên nhân ?,Tỷ lệ gặp của các nguyên nhân gây ra nhồi máu não là bao nhiêu ?,1
Ure máu tăng và cách điều trị hiệu quả,Triệu chứng tăng Ure máu biểu hiện như thế nào ?,1
Sặc nước ối ảnh hưởng như thế nào đến sức khỏe của thai nhi ?,Các biểu hiện của biến chứng thai nhi bị sặc nước ối là gì ?,1
Biện pháp phòng ngừa bệnh Kawasaki,Phòng ngừa bệnh viêm mạch máu,1
Hồng ban nút là bệnh gì ?,Các loại thốc nào dễ gây ra bệnh Hồng ban nút ?,1
Bệnh sùi mào gà lây truyền như thế nào ?,Bệnh loét hành tá tràng lây truyền như thế nào,0
Nguyên nhân dẫn đến bệnh lao phổi là gì ?,Làm sao để phòng bệnh lao phổi ?,1
Dậy thì là giai đoạn gì ?,Vô sinh nguyên phát là hiện tượng gì ?,1
Bệnh Gù cột sống biểu hiện như thế nào ?,Đau lưng có phải biểu hiện của bệnh Gù cột sống không ?,1
Phương pháp chẩn đoán bệnh lao kê,Các phương pháp chẩn đoán bệnh lao kê như nào,1
Khi nào cần phẫu thuật trong bệnh tinh trùng yếu?,Nguyên nhân bệnh Tinh trùng yếu?,0
Các bài thuốc chữa gai cột sống cực hay cho người già,Các bài tập nào giúp giảm đau gai cột sống cho người già ?,1
Khi con bị bệnh sởi có nên tắm không ?,Phòng ngừa bệnh Thận đa nang?,0
Những loại thực phẩm nào giúp ngăn ngừa bệnh dị ứng thời tiết ?,Tổng quan bệnh Thiểu ối?,0
Bệnh Giời leo còn có tên gọi khác là gì ?,Điều trị và phòng tránh viêm kết mạc ở trẻ như thế nào ?,0
Triệu chứng nghén khi mang thai biểu hiện như thế nào ?,Rượu vang đỏ có chứa chất gì ?,0
Tại sao những người ăn chay có tuổi thọ cao hơn những người ăn thịt ?,Không ăn thịt làm chúng ta mắc những bệnh gì ?,1
Làm áo để phát hiện trẻ chậm biết bò ?,Nếu thấy các cơ bắp của trẻ yếu thì nên làm gì ?,1
Đường lây truyền bệnh Lỵ amip cấp,Bệnh Lỵ amip cấp lây truyền qua đâu,1
Chửa trứng – Biến chứng ung thư nhau thai,Hội chứng quai mù có lây truyền không,0
Có nên đi cùng người thân đến các buổi trị liệu không ?,Có những cách nào giúp người bệnh tâm thần phân liệt giao tiếp tốt hơn ?,1
Phòng tránh bệnh Lao hạch,Biện pháp phòng ngừa bệnh Lao hạch,1
Triệu chứng bệnh Viêm gân nhị đầu vai,Triệu chứng điển hình của bệnh Viêm gân nhị đầu vai là gì ?,1
Bệnh lậu là gì ?,Bệnh lậu dễ gây ra các loại biến chứng gì ?,1
Tắc tuyến lệ ở người lớn xảy ra khi nào?,Viêm tụy cấp ở trẻ em là bệnh lý gì ?,0
Bao quy đầu là gì ?,Cơ chế gây bệnh của hẹp bao quy đầu là gì ?,1
Làm sao để có thể cười khi ở một mình ?,Điều trị u sọ hầu như thế nào ?,0
Nguyên nhân gây nên các triệu chứng u sọ hầu là gì ?,Bệnh trĩ được chia làm mấy mức độ ?,0
Mắc bệnh ung thư bao tử có chữa được không?,Dấu hiệu lâm sàng bệnh thuyên tắc ối?,0
Bệnh quai bị là bệnh gì ?,Bệnh quai bị thường xuất hiện vào thời điểm nào ?,1
Tác dụng của hệ miễn dịch là gì ?,Làm sao để chẩn đoán sớm và điều trị bệnh Lupus ban đỏ hệ thống ?,1
Biểu hiện bệnh Lạc nội mạc tử cung,Bệnh Lạc nội mạc tử cung có triệu chứng như nào,1
"Khi bị ngứa bung, mẹ bầu nên xử lý như thế nào ?",Vai trò của Sắt trong cơ thể?,0
Phòng ngừa bệnh Viêm phổi ở trẻ em,Phương pháp chẩn đoán bệnh Lichen nitidus,0
Tổng quan bệnh Thuyên tắc ối?,Bệnh thuyên tắc mạch ối là gì?,1
Các bước tiến hành lấy máu xét nghiệm diễn ra như thế nào ?,Các biện pháp chẩn đoán bệnh Tinh hoàn ẩn?,0
Uống nước chè vằng có những tác dụng gì ?,Viêm tĩnh mạch huyết khối sâu có thể dẫn đến những biến chứng gì ?,0
Phẫu thuật Tinh hoàn ẩn cho trẻ khi nào?,Màng chắn âm đạo là gì ?,0
Biện pháp phòng ngừa bệnh Lao màng bụng,Triệu chứng của bệnh viêm da cơ địa biểu hiện như thế nào ?,0
Giá thành của miếng lót Bobby như thế nào ?,Rotavirus gây nên bệnh gì ?,0
Bệnh Alzheimer và Mất trí nhớ có sự khác nhau như thế nào?,Uống đủ nước có làm giảm nguy cơ mắc bệnh cảm cúm không ?,0
Điều trị bệnh nứt kẽ hậu môn như thế nào ?,Nguyên nhân gây hăm tã ở trẻ là gì ?,0
Đối tượng nào dễ mắc hội chứng Lyell ?,Tổng quan bệnh Liệt ruột,0
Tổng quan bệnh Lồng ruột,bệnh Lồng ruột là gì,1
Người bệnh cần làm gì để phát hiện sớm bênh U não ?,Các biến chứng của bệnh U não là gì ?,1
Những tác hại của buồng trứng đa nang là gì ?,Phòng ngừa bệnh Vôi hóa cột sống như thế nào ?,0
Biểu hiện bệnh lao màng bụng,"Thưa bác sĩ, bệnh hẹp van hai lá sẽ tiến triển ra sao ạ?",0
Điều trị viêm gan E như thế nào?,Virus viêm gan E có ở đâu ?,1
Hormon tình yêu có các giai đoạn gì ?,Làm gì để giúp giải phóng hormon oxytocin lên mức cao nhất ?,1
Đối tượng nào dễ mắc bệnh lao phổi ?,Bị cảm cúm khi mang thai và biện pháp phòng ngừa hiệu quả,0
Phân biệt sùi mào gà với mụn rộp sinh dục,Tác nhân gây bệnh của bệnh mụn rộp sinh dục là gì ?,1
Tại sao cần tính tuổi thai IVF ?,Những ưu điểm của IVF là gì ?,1
Sử dụng mật ong chữa viêm phế quản cho bé như thế nào ?,Búi tĩnh mạch bị giãn có ảnh hưởng như thế nào đối với tinh trùng ?,0
Biểu hiện bệnh Khoèo chân bẩm sinh,Triệu chứng bệnh Khoèo chân bẩm sinh như nào,1
"Vào thời gian chuyển mùa, cơ thể thường mắc những bệnh gì ?",Làm cách nào để trị đau nhức xương khớp ?,1
Nguyên nhân bệnh Viêm VA là gì ?,Triệu chứng phồng động mạch chủ bụng dễ nhầm với bệnh lý nào ?,0
Nguyên nhân gây bệnh lỗ tiểu đóng thấp là gì,Tai sao niêm mạc thực quản bị tổn thương trong bệnh trào ngược?,0
8 điều cha mẹ nên làm để giáo dục giới tính cho con trước tuổi dậy thì,Nguyên nhân bệnh Tinh hoàn ẩn?,0
Dấu hiệu ra máu âm đạo ở thai ngoài tử cung như thế nào?,Tổng quan bệnh Virus Ebola,0
Cực khoái ở đàn ông làm giảm ung thư tuyến tiền liệt,Tác dụng của việc xuất tinh nhiều ở người trưởng thành là gì ?,1
Nguyên nhân bệnh Khí phế thũng,Vì sao mắc bệnh Khí phế thũng,1
Đối tượng nào dễ bị mụn ở lưng ?,Cách dùng thuốc xịt trị mụn lưng như thế nào ?,1
Tác hại của ngộ độc nhôm là gì ?,Hậu quả của ngộ độc nhôm ở trẻ nhỏ là gì ?,1
Cơ chế gây ra thoái hóa cột sống thắt lưng là gì ?,Bệnh lao phổi có biểu hiện như nào,0
Vô kinh thường phổ biến ở độ tuổi nào ?,Độ tuổi nào có nguy cơ cao mắc bệnh Viêm não Nhật Bản ?,0
Cần có lưu ý gì khi lựa chọn đồ chơi cho trẻ chậm phát triển ?,Biểu hiện của nhiễm trùng mắt?,0
Tại sao người cao tuổi lại thiếu canxi ?,Những tác hại do thiếu canxi là gì ?,1
Tiêu chảy cấp là gì?,Phân loại tiêu chảy theo thời gian?,1
Mật ong có tác dụng chữa ho không ?,Cách pha chế các loại thực phẩm như thế nào để làm giảm ho cho cơ thể ?,1
Triệu chứng bệnh Viêm màng ối,Dấu hiệu nước tiểu nào cần chú ý ?,0
Vitamin B có tác dụng gì ?,Ngoài việc bổ sung vitamin B thì còn cần bổ sung những loại Vitamin nào khác ?,1
Trong lê có thành phần dinh dưỡng gì ?,Cách chế biến lê như thế nào để có tác dụng tốt nhất ?,1
Bài thuốc rau bợ có tác dụng gì ?,Siêu âm buồng trứng như thế nào?,0
Polyp đại tràng tiến triển thành ung thư như thế nào?,Bệnh nhân mắc Polyp đại tràng đi ngoài như thế nào ?,1
Kích thước khối u khi bị ung thư cổ tử cung trong từng giai đoạn,Nên chăm sóc người bệnh ung thư cổ tử cung giai đoạn cuối như thế nào ?,1
Bệnh cúm là bệnh gì ?,Ăn dặm kiểu Nhật có những nguyên tắc gì ?,0
Làm sao để phòng và điều trị bệnh nứt môi chảy máu ?,Viêm nhiễm phụ khoa như thế nào có thể gây thai ngoài tử cung?,0
Triệu chứng  Hội chứng Albright như nào,Nguyên nhân phổ biến gây ra bệnh Viêm lồi cầu ngoài xương cánh tay là gì ?,0
Xuất tinh sớm là hiện tượng gì ?,Tầm quan trọng của giấc ngủ giữa các buổi học là gì ?,0
Bệnh cao huyết áp có thể dẫn tới những biến chứng nguy hiểm khó lường,Các biến chứng của cao huyết áp là gì ?,1
Khi đi du lịch bố mẹ nên cho trẻ ăn uống như thế nào ?,Phòng ngừa bệnh Viêm gân chóp xoay,0
Chẩn đoán bệnh Jet lag,Phương pháp chẩn đoán bệnh Jet lag,1
Triệu chứng điển hình của Viêm đường tiết niệu ở nữ giới là gì ?,Các biểu hiện của nguy cơ bị sốc phản vệ là gì ?,0
Kinh nguyệt ở phụ nữ thường như thế nào ?,Rong kinh là gì ?,1
Viêm âm đạo ảnh hưởng như thế nào tới thai nhi?,Tắc ruột sơ sinh là gì?,0
bệnh Lao màng phổi là gì,Các biện pháp điều trị bệnh Tiểu đường thai kỳ?,0
Triệu chứng của bệnh tiêu chảy cấp do Rotavirus biểu hiện như thế nào ?,Cần lưu ý điều gì khi ăn khoai ?,0
Tổng quan bệnh Lưỡi bản đồ,Thuốc Boganic có tác dụng gì ?,0
Điều trị bệnh Lupus ban đỏ,Biện pháp chữa trị bệnh Lupus ban đỏ,1
bệnh Lao hạch là gì,Cận lâm sàng trong viêm bàng quang có đặc điểm gì ?,0
Nhóm máu O có đặc điểm gì ?,Trước khi hiến máu cần chuẩn bị gì ?,1
Tập thể dục đều đặn khi mang thai có tác dụng gì ?,Những bài tập thể dục nào an toàn cho phụ nữ có thai ?,1
Nguyên nhân bệnh Tế bào thần kinh vận động?,Quai bị là bệnh gì ?,0
Vi khuẩn não mô cầu được chia type như thế nào ?,Các biện pháp chẩn đoán bệnh Tràn dịch màng phổi,0
Chỉ số pH trong nước tiểu như thế nào là bình thường ?,Dấu hiệu xuất hiện Nitrit trong nước tiểu gợi ý điều gì ?,1
điều trị bệnh Huyết khối tĩnh mạch sâu,Tắm lá ngải cứu cho bé có tác dụng gì ?,0
Người bệnh có được hút thuốc trước khi làm phẫu thuật không ?,Hút thuốc lá ảnh hưởng như thế nào đến quá trình phẫu thuật ?,1
Viêm não Nhật bản ở trẻ em có chữa khỏi được không?,Triệu chứng của bệnh viêm não Nhật Bản biểu hiện như thế nào ?,1
Các phương pháp đánh giá tình trạng xơ vữa động mạch là gì?,Các biện pháp chẩn đoán bệnh Tê bì tay chân,0
Tác hại khi sử dụng thực phẩm chế biến sẵn là gì ?,Những hành vi nào làm tăng nguy cơ lây nhiễm HIV ?,0
Bệnh Dị ứng thời tiết có lây không ?,Một ngày nên uống lượng nước là bao nhiêu ?,0
Nguyên nhân khiến vết thương bị hở sau khi cắt chỉ là gì ?,Sau khi khâu vết thương thì sau bao lâu được cắt chỉ ?,1
Nguyên nhân gây ra viêm âm đạo là gì ?,Tại sao lại phải chọc dò màng ối ?,0
Viêm gan b là bệnh gì ?,Viêm gan B chia làm mấy loại bệnh ?,1
Các biện pháp chẩn đoán bệnh Sốt rét,Bệnh Sốt rét cần được chẩn đoán phân biệt với những bệnh nào ?,1
Ruột thừa có hình dạng như thế nào ?,Ruột thừa có chức năng như thế nào ?,1
Nguyên nhân bệnh Võng mạc,Phù có phải triệu chứng của bệnh Suy tĩnh mạch chân không ?,0
Các rối loạn thần kinh có thể gặp ở bệnh nhân thiểu năng tuần hoàn não là gì?,Chuối có tác hại gì đối với người bệnh đau dạ dày ?,0
Nguyên nhân bệnh Tắc mạch ối?,Cơ chế tắc mạch ối?,1
5 cách đáng kinh ngạc giúp tẩy da chết cho đôi môi ngọt ngào,Những biện pháp giúp tẩy da chết là gì ?,1
Siêu âm có phát hiện viêm vòi trứng không?,"Bệnh Viêm cơ, áp xe cơ sảy ra ở vị trí nào của cơ thể ?",0
Bác sĩ cho tôi hỏi: Điều trị u máu não mất bao lâu ạ?,Những biến chứng có thể gặp trong bệnh Lao phổi là gì ?,0
Cách tắm bé tại nhà chuẩn nhất?,Lời khuyên từ chuyên gia khi tắm cho trẻ?,1
"Sau khi sinh, tử cung của mẹ thay đổi như thế nào ?",Cân nặng sau sinh thay đổi như thế nào ?,1
Đau thắt lưng phải thường do nguyên nhân gì ?,Viêm ruột thừa có gây nên đau thắt lưng phải không ?,1
Biến chứng bệnh trào ngược dạ dày thực quản ở trẻ em?,Trẻ chậm phát triển nên cho chơi đồ chơi gì?,0
Làm thế nào để đánh thức bé đang ngủ ?,Những bệnh gì có thể gây ra những cơn nấc cụt ?,0
Nguyên nhân bệnh Thoái hóa võng mạc?,Các đột biến gen liên quan đến thoái hóa võng mạc?,1
Nguyên nhân bệnh Lao vú,Tổng quan bệnh Lỵ amip cấp,0
Những triệu chứng điển hình của bệnh lý thiếu máu là gì ?,Giai đoạn toàn phát của Viêm mủ màng phổi cấp tính biểu hiện như thế nào ?,0
Trầm cảm có phải biểu hiện của người bệnh u não?,Làm sao để điều trị bệnh trầm cảm ?,1
Biện pháp điều trị bệnh Lao hạch,Chữa trị bệnh Lao hạch,1
Phương pháp da tiếp da sau sinh là gì ?,Phương pháp da tiếp da sau sinh có lợi ích gì ?,1
Các bước sàng lọc Ung thư cổ tử cung là gì ?,Vaccine ngừa HPV dành cho phụ nữ ở độ tuổi bao nhiêu ?,1
Các biện pháp chẩn đoán bệnh Lỵ trực trùng (lỵ trực khuẩn),Tại sao bộ phận sinh dục của trẻ sơ sinh dễ bị viêm nhiễm ?,0
Thụ tinh nhân tạo là gì ?,Các biện pháp điều trị bệnh Dị ứng sữa là gì ?,0
Chẩn đoán Viêm bàng quang cấp dựa vào đâu ?,Những loại xét nghiệm nào giúp chẩn đoán bệnh Viêm não Nhật Bản ?,0
Chuẩn đoán bệnh Kawasaki,Yếu tố nguy cơ của chửa ngoài tử cung?,0
Mẹo chống say tàu xe đơn giản để đi chơi Tết,Làm thế nào để tập chống say xe ?,1
Hẹp bao quy đầu ở người trưởng thành ảnh hưởng như thế nào đến đời sống tình dục ?,Làm thế nào để điều trị hẹp bao quy đầu ?,1
Vỡ tử cung là hiện tượng gì ?,Tổng quan bệnh Viêm thanh quản mãn tính,0
Cơ chế lây truyền của bệnh chân tay miệng là gì ?,Bệnh chân tay miệng nên bối thuốc gì cho mau khỏi ?,1
Đàn ông 40 tuổi quan hệ tuần mấy lần,Sữa non là gì ?,0
Tổng quan bệnh Thoái hóa võng mạc?,Thoái hóa võng mạc là gì?,1
Nguyên nhân nào dẫn tới việc khô hạn vùng kín ?,Tổng quan bệnh Thiểu ối?,0
Bệnh hen suyễn ở trẻ em và cách điều trị,Hen suyễn là bệnh gì ?,1
Làm sao để biết trẻ bị hen?,Nguyên nhân gây ra bệnh thủy đậu là gì ?,0
Điều trị huyết khối tĩnh mạch sâu như thế nào ?,Các loại thuốc được sử dụng trong điều trị táo bón?,0
Làm sao để phòng ngừa bệnh sùi mào gà ?,Vitamin E có tác dụng gì cho phụ nữ sau khi sinh?,0
Các biện pháp chẩn đoán bệnh Thai ngoài tử cung?,Tại sao phải chẩn đoán giai đoạn bệnh thai ngoài tử cung?,1
Bệnh viêm xoang có nguy hiểm không?,Bệnh viêm xoang là bệnh gì ?,1
Công dụng của các bài thuốc cổ truyền trong điều trị gút là gì ?,Day huyệt thái dương là làm gì ?,0
bệnh Huyết khối tĩnh mạch sâu,Tại sao Việt nam lại có tỷ lệ nạo phá thai cao ?,0
Chụp CT scanner đa lát cắt động mạch phổi là gì?,Cần chẩn đoán phân biệt thuyên tắc phổi với bệnh nào?,1
Nếu bé đi ngoài có bọt nhầy kéo dài thì mẹ cần làm gì ?,Viêm nhiễm phụ khoa như thế nào có thể gây thai ngoài tử cung?,0
Vô sinh thứ phát và những điều bạn cần biết,Nguyên nhân dẫn đến vô sinh thứ phát là gì ?,1
Các biện pháp điều trị bệnh Tiểu đường tuýp 2?,Từ 10-12 tuổi là giai đoạn gì của trẻ ?,0
Biểu hiện thay đổi sau khi sinh của cơ thể mẹ là gì ?,Cân nặng sau sinh thay đổi như thế nào ?,1
Tại sao trẻ sơ sinh dễ bị bệnh xuất huyết võng mạc ?,Các biện pháp chẩn đoán bệnh Viêm tĩnh mạch,0
Điều trị khối u máu não có những phương pháp nào ?,Sau mỗi đợt điều trị người bệnh có thể sinh hoạt bình thường trở lại không ?,1
Chanh và trứng gà có tác dụng trị mụn không ?,Triệu chứng bệnh Không dung nạp Lactose,0
Chỉ số ung thư gan khi xét nghiệm máu,Viêm tai giữa là bệnh gì ?,0
Những người nào dễ có nguy cơ bị vô sinh ?,Tại sao nhiều phụ nữ có kinh nguyệt đều nhưng vẫn khó thụ thai ?,1
Để phòng bệnh ung thư bạn cần làm gì ?,Làm thế nào để trẻ không bị hăm tã ?,0
Tỷ lệ tiến triển thành ung thư gan của bệnh nhân xơ gan là bao nhiêu ?,Người bệnh viêm gan B nên tập luyện như thế nào ?,1
Bệnh rong kinh ở phụ nữ tiền mãn kinh,Rong kinh có mấy dạng ?,1
Tại sao bệnh Võng mạc lại xảy ra ở trẻ đẻ non ?,Dấu hiệu viêm họng ở trẻ nhỏ là gì ?,0
Triệu chứng bệnh Vỡ tử cung,Triệu chứng vỡ tử cung khi mang thai biểu hiện như thế nào ?,1
Dài bao quy đầu là hiện tượng gì ?,Dài bao quy đầu có gây nên ung thư dương vật không ?,1
Phụ nữ lười làm việc này dễ nhập viện vì ung thư,Phụ nữ có tiền sử bệnh gì dễ mắc bệnh ung thư ?,1
Nhóm tuổi nào có nguy cơ cao nhất mắc bệnh Viêm não mô cầu ?,Triệu chứng biểu hiện chính của bệnh ho gà là gì ?,0
Triệu chứng bệnh Liệt dây thần kinh số 6,Mục đích kiểm soát huyết áp trong thận đa nang?,0
Nguyên nhân bệnh Loạn thị,Hội chứng Dressler là gì ?,0
Các triệu chứng bệnh lao kê là gì,Dấu hiệu bệnh lao kê,1
Thói quen xấu nào gây tăng mắc bệnh trĩ nội?,Ăn bánh chưng có làm mụn xuất hiện nhiều hơn ?,0
Hạch cùng họng là nguyên nhân gây ra những bệnh gì ?,Người trẻ tuổi nên điều trị khối u máu não như thế nào ?,0
Nên có lối sống như thế nào để phòng ngừa bệnh cúm ?,Nguyên nhân bệnh Tim bẩm sinh Ebstein?,0
Các triệu chứng của bệnh tâm thần phân liệt biểu hiện như thế nào ?,Điều trị bệnh tâm thần phân liệt như thế nào ?,1
Nguyên nhân gây ra bệnh Ung thư tuyến tiền liệt là gì ạ,Bệnh Ung thư tuyến tiền liệt có di truyền được không ?,1
Các biện pháp điều trị bệnh Thalassemia (Tan máu bẩm sinh),Có những loại hăm tã nào ?,0
Phòng ngừa bệnh Liệt dây thần kinh số 6,Phương pháp phòng ngừa bệnh Liệt dây thần kinh số 6,1
Triệu chứng lâm sàng thoát vị bẹn?,Ưu điểm của nội soi ổ bụng để phát hiện thoát vị bẹn?,1
Tắc ống dẫn trứng sẽ đau ở đâu?,Triệu chứng của bệnh xuất huyết giảm tiểu cầu biểu hiện như thế nào ?,0
Các biện pháp chẩn đoán bệnh Hội chứng hông vũ công,Triệu chứng bệnh Tắc ruột sơ sinh?,0
Có nên gãi ngứa trong bệnh Giời leo không ?,bệnh Kawasaki,0
Viêm gân nhị đầu vai thường gặp ở những đối tượng nào ?,Tổng quan bệnh Giời leo,0
Thuốc trị mun có tác dụng gì ?,Miếng lót Bobby có ưu điểm gì ?,0
Men răng ở người thiểu sản men răng như thế nào?,Công thức làm nước detox ngon nhất?,0
Sặc nước ối để lại di chứng gì ở trẻ?,Chanh có chứa các thành phần gì giúp trị mụn ?,0
Có những cách phòng ngừa bệnh cảm cúm nào ?,Loạn thị là gì ?,0
Các biện pháp điều trị bệnh Tinh trùng yếu?,Nhược điểm của phương pháp sinh không đau là gì ?,0
Mẹo trị ngứa vùng kín phụ nữ nào cũng nên biết,Các biện pháp chẩn đoán bệnh Suy thận,0
Những loại rau tốt cho bà bầu không phải ai cũng biết,Thuốc bôi có khỏi hẹp bao quy đầu được không?,0
Cam có tác dụng gì đối với người mắc bệnh viêm gan B ?,Tác dụng của các loại trái cây đối với căn bệnh viêm gan B là gì ?,1
Chẩn đoán bệnh Suy thai dựa vào những loại tiêu chuẩn gì ?,Những Xét nghiệm nào phục vụ cho việc chẩn đoán Suy thai ?,1
Các triệu chứng toàn thân trong bệnh lý Viêm màng ối là gì ?,Nguyên nhân gây ra viêm tĩnh mạch sâu là gì ?,0
Các biện pháp chẩn đoán bệnh Liệt nửa người,Bệnh áp xe lây truyền như thế nào ?,0
Viêm thanh quản là hiện tượng gì ?,Tầm soát ung thư cổ tử cung như thế nào?,0
Thời gian ủ bệnh dại ở người là bao lâu?,Những triệu chứng dại xuất hiện ở động vật là bao lâu sau khi căn người ?,1
Bệnh nhân bị thoát vị đĩa đệm có nên mang thai không?,Châm cứu có giúp điều trị thoát vị đĩa đệm khi mang thai không ?,1
Trong tình huống nào thì người bệnh u máu gan sẽ được phẫu thuật cấy ghép gan thưa bác sĩ?,Làm sao để phòng ngừa và điều trị bệnh xuất tinh sớm ?,0
Cơ chế gây bệnh Uốn ván là gì ?,Những dung dịch sát khuẩn nào diệt được vi khuẩn uốn ván ?,1
Những Xét nghiệm nào giúp chẩn đoán bệnh lý Xẹp đốt sống ?,Chẩn đoán nguy cơ ung thư bằng xét nghiệm CEA,0
chẩn đoán bệnh Lồng ruột,biện pháp chẩn đoán bệnh Lồng ruột,1
Nên chăm sóc thóp và cuống rốn cho trẻ như thế nào ?,Mẹ cần lưu ý gì khi quấn tã vùng rốn cho trẻ ?,1
U nang buồng trứng là gì ?,Những thực phẩm nào nên sử dụng sau mổ u nang buồng trứng ?,1
Nguyên nhân gây nên yếu sinh lý là gì ?,Đàn ông 40 tuổi nên quan hệ bao nhiêu tuần thì hợp lý ?,1
Cận thị có thể điều trị khỏi không?,Điều trị Zona ở mắt như thế nào ?,0
Hăm tã là gì ?,Dấu hiệu nhận biết mang thai ngoài tử cung là gì ?,0
"Cháu muốn hỏi về bệnh của bố cháu, bố cháu năm nay 69 tuổi. Cách đây 5 năm bố cháu có bị một căn bệnh sau khi được các Bác sĩ chuẩn đoán là bị Viêm đa dễ dây thần kinh, sau đó bố cháu có về đắp lá theo phương pháp Y học cổ truyền và đã đỡ. Nhưng cách đây 1 tháng, bố cháu lại bị mắc lại căn bệnh này với những triệu chứng như: Chân tay tê, mất cảm giác cầm nắm, đi lại khó khăn, ăn uống không linh hoạt, miệng méo. Vậy cháu muốn hỏi Bác Sĩ bố cháu có phải mắc phải bệnh Viêm đa dễ dây thần kinh như chuẩn đoán hay không? và cách chữa trị cũng như phương pháp phải chữa trị sẽ như thế nào ạ? Mong Bác Sĩ sớm giải đáp câu hỏi của cháu ạ.",Các triệu chứng bệnh lao kê là gì,0
Các biện pháp điều trị bệnh Tắc tuyến lệ ở trẻ em?,Khi không thăm dò được bằng ống dẫn lệ thì bác sĩ sẽ sử dụng phương pháp điều trị nào?,1
Vì sao cần chú ý hạ sốt cho trẻ ?,Vì sao trẻ lại bị sốt ?,1
Ty lệ vô sinh nam là bao nhiêu ?,Cơ chế xuất tinh là gì ?,1
Các bệnh thiếu vi chất dinh dưỡng ở Việt Nam hiện nay là gì ?,Tỷ lệ trẻ bị bướu cổ là bao nhiêu ?,1
Nguyên nhân bệnh Liệt ruột,Triệu chứng bệnh Rối loạn tiền đình biểu hiện như thế nào ?,0
Đối tượng nào được chỉ định phẫu thuật bắc cầu mạch vành ?,Triệu chứng của bệnh nhân mắc bệnh động mạch vành là gì ?,1
Chẩn đoán bệnh Viêm túi tinh dựa vào những tiêu chuẩn gì ?,Phòng ngừa bệnh Hôi nách,0
Đau khớp là tình trạng gì ?,Nguyên nhân bệnh Loét thực quản,0
Nguyên nhân bệnh Viêm gân chóp xoay,Viêm chóp xoay xảy ra khi nào ?,1
Mục tiêu của phẫu thuật động kinh là gì ?,Thói quen không tốt nào do mẹ khiến trẻ tăng nguy cơ mắc tinh hoàn ẩn?,0
Biện pháp điều trị bệnh Lao ruột,Chữa trị bệnh Lao ruột,1
Khớp vai có đặc điểm gì ?,Đối tượng nào thường bị tổn thương chóp xoay ?,1
Tôi muốn được bác sĩ tư vấn các biểu hiện của bệnh túi thừa đại tràng?,Biến chứng của bệnh lý tinh hoàn trong ổ bụng là gì ?,0
Sức khỏe của người mang nhóm máu A có gì đặc biệt,Đặc điểm của người mang nhóm máu A là gì ?,1
Hậu quả của ngộ độc nhôm ở trẻ nhỏ là gì ?,Phụ nữ có thai cần làm gì để phòng tránh suy thận ?,0
Triệu chứng của thoái hóa khớp gối thường biểu hiện như thế nào ?,Phương pháp điều trị thoái hóa khớp là gì ?,1
