answer,question,is_labeled,question_similaries
"Đa số mọi người đều cho rằng nếu cơ thể khỏe mạnh, các hoạt động quan hệ tình dục vẫn diễn ra bình thường có nghĩa là tinh trùng vẫn đang tốt. Tuy nhiên tinh trùng yếu lại có những biểu hiện riêng biệt mà đôi khi người đàn ông không lưu tâm như:
	Tinh dịch loãng và ít hoặc vón cục là một trong những biểu hiện đầu tiên. Tinh dịch là chất lỏng được phóng ra mỗi khi người đàn ông xuất tinh. Đây là hỗn hợp bao gồm tinh trùng, dịch từ tuyến tiền liệt, ống dẫn tinh và túi tinh. Kiểm tra trạng thái của tinh dịch là biện pháp đơn giản nhất, gợi ý chất lượng tinh trùng là tốt hay xấu. Tinh dịch của một người khỏe mạnh khoảng 2-5ml mỗi lần xuất tinh, chứa khoảng 60-80 triệu tinh trùng/ml tinh dịch, có độ sệt vừa phải, không loãng và không vón cục. Vì vậy tinh dịch loãng, không dính, nhìn như nước vo gạo hoặc vón cục tạo những hạt trắng nhỏ là biểu hiện của số lượng tinh trùng ít và chất lượng tinh trùng suy giảm.
	Tinh dịch không hóa lỏng cũng là một đặc điểm bất thường. Bình thường, sau khi xuất tinh từ 15-30 phút, tinh dịch sẽ chuyển từ trạng thái sệt, dính sang lỏng. Tình trạng tinh dịch bị đông đặc cũng sẽ cản trở tinh trùng đến gặp trứng.
Màu sắc bất thường của tinh dịch cũng là dấu hiệu cảnh bảo chất lượng của tinh trùng.
	Tinh dịch màu vàng xanh hoặc màu xanh: Đây là dấu hiệu cảnh báo người bệnh đang mắc các bệnh viêm nhiễm như viêm niệu đạo, viêm mào tinh, viêm tuyến tiền liệt… Đôi khi tinh dịch cũng có thể ngả sang màu vàng ở những người không xuất tinh trong một thời gian dài, nhưng sẽ sớm quay trở về màu trắng đục bình thường nếu được xuất tinh thường xuyên.
	Tinh dịch có màu nâu:  thường là do tinh dịch có lẫn máu. Hiện tượng này thường đi kèm với các triệu chứng khác như đau bụng, đau tức dương vật… có thể là dấu hiệu ban đầu của các bệnh liên quan đến đường tiết niệu hoặc cơ quan sinh dục.
",Triệu chứng bệnh Tinh trùng yếu?,1,"['Phát hiện tinh dịch loãng như thế nào?', 'Màu tinh dịch bất thường gợi ý điều gì?']"
"Nguy cơ của bệnh tinh trùng yếu đến từ những vấn đề quen thuộc trong cách sinh hoạt hằng ngày mà nhiều nam giới không để ý đến. Một số yếu tố làm tăng nguy cơ gây giảm chất lượng tinh trùng phải kể đến như:
	Hút thuốc lá và uống rượu: nhiều nghiên cứu đã đưa ra các kết luận rõ ràng về tác hại của hai chất này lên việc sản xuất tinh trùng. Chứa nhiều chất có hại như nicotin, chất chứa vòng thơm benzen làm giảm tính di động của tinh trùng, rượu và thuốc lá còn gây hại cho gen, tăng tinh trùng bị đột biến.
	Mặc quần quá chật làm tăng nhiệt độ ở vùng kín, làm tinh hoàn nóng lên, ảnh hưởng trực tiếp tới chất lượng và số lượng tinh trùng ở nam giới. Tình trạng tương tự cũng diễn ra ở những người phải ngồi nhiều, thường xuyên đặt laptop lên đùi, thói quen tắm nước quá nóng và những người làm trong môi trường nóng như thợ hàn, thợ rèn, đầu bếp, …
	Dùng điện thoại di động: nhiều chuyên gia cho rằng nhiệt và bức xạ tỏa ra từ điện thoại di động có thể làm giảm khả năng vận động của tinh trùng. Ngoài ra, thói quen cho điện thoại di động vào túi quần hay đeo ở thắt lưng thường xuyên cũng sẽ bị giảm chất lượng tinh trùng vì làm nóng tinh hoàn.
	Trọng lượng của cơ thể quá béo khi BMI khoảng từ 24-35 hoặc quá gầy khi BMI&lt;18,5 cũng giảm lượng tinh trùng.
	Tập thể dục quá nhiều làm giảm hóc môn testosterone và số lượng tinh trùng. Ngoài ra, đạp xe đạp quá thường xuyên cũng có thể tổn thương tinh hoàn và tầng sinh môn.
	Tiếp xúc với hóa chất độc hại như kim loại nặng, các chất diệt côn trùng, chất bảo quản cũng làm giảm số lượng tinh trùng.
	Ăn thực phẩm chế biến thường xuyên có thể làm giảm số lượng tinh trùng tới 30%.
",Nguy cơ của bệnh tinh trùng yếu?,1,"['Các chất nào có hại cho tinh trùng?', 'Thói quen dùng điện thoại di động ảnh hưởng như thế nào đến tinh trùng?']"
"Hỏi bệnh sử, khám mắt toàn diện: Nhằm đánh giá xem lệ đạo của bệnh nhân có bị tắc nghẽn hay không, nếu có tiếp nên tìm nguyên nhân gây ra bệnh lý này.
	Nhuộm Fluorescein: phương pháp này được thực hiện bằng cách bơm một chất nhuộm màu đặc biệt vào trong mỗi mắt, sau năm phút nhấp nháy bình thường, nếu có một số lượng đáng kể chất nhuộm màu bên trong mắt chứng tỏ  một ống dẫn nước mắt đã bị tắc.
	Kiểm tra sự lưu thông của hệ thống dẫn lưu nước mắt: kiểm tra sự lưu thông này bằng cách bơm dịch vào hệ thống lệ đạo của bệnh nhân thông qua điểm lệ ở góc trong của mắt bị bệnh. Nếu lượng dịch vừa mới bơm vào không xuống được họng thì bệnh nhân được chẩn đoán đã bị tắc tuyến lệ.
	Chụp X quang hoặc CT scan: khi tiến hành chụp nên kết hợp bơm chất cản quang vào hệ thống lệ đạo nhằm giúp bác sĩ cần khảo sát sâu hơn và chẩn đoán chính xác hơn.
",Các biện pháp chẩn đoán bệnh Tắc tuyến lệ?,1,"['Nhuộm Fluorescein là gì?', 'Kiểm tra sự lưu thông của hệ thống dẫn lưu nước mắt như thế nào?']"
"Tùy thuộc vào nguyên nhân gây bệnh, đối tượng mắc bệnh mà các bác sĩ sẽ tư vấn và đưa ra các biện pháp điều trị bệnh lý tắc tuyến lệ khác nhau. Tùy vào mỗi bệnh nhân sẽ áp dụng được phương pháp điều trị bệnh khác nhau.
	Đối với trẻ sơ sinh bị mắc bệnh lý tắc tuyến lệ bẩm sinh: Không cần điều trị có thể tự khỏi sau khi trẻ  được 1 tuổi, nếu hệ thống ống dẫn lưu nước mắt vẫn bị tắc khi trẻ được 1 tuổi, cho trẻ sử dụng một kỹ thuật massage đặc biệt để giúp mở các màng, nên massage 2 - 4 lần một ngày nhằm giúp được thông thoáng hơn.
	Đối với bệnh nhân bị tắc tuyến lệ do chấn thương ở vùng mặt: các bác sĩ sẽ đợi khoảng vài tháng để xem tình trạng bệnh có được cải thiện không sau khi vết thương.
	Thường xuyên thăm khám và vệ sinh mắt mỗi ngày.
	Đặt luồn ống thông/ stent: phương pháp này sử dụng các ống nhỏ silicone hoặc polyurethane để mở các tắc nghẽn thu hẹp trong phạm vi hệ thống ống nước mắt và trước khi tiến hành đặt luồn ống/ stent này cần gây tê cho bệnh nhân.
	Giãn thông qua ống thông bóng: Phương pháp này sử dụng để mở các đoạn thu hẹp hoặc bị chặn bởi sẹo, viêm và các nguyên nhân khác. Đối tượng được chỉ định sử dụng phương pháp này là các trẻ sơ sinh, trẻ mới tập đi hay người trưởng thành mắc bệnh tắc tuyến lệ một phần.
	Phẫu thuật mở túi lệ xuống đến tận mũi:chỉ định cho  người lớn và trẻ lớn bị chống chỉ định ống thông, ngoài ra nó còn được chỉ định cho trẻ sơ sinh và trẻ mới biết đi với ống dẫn nước mắt bị tật bẩm sinh khi đã sử dụng các phương pháp khác mà không có hiệu quả. Phẫu thuật  nhằm giúp mở lối loát nước mắt vào mũi.
	Nội soi: phương pháp này có nhiều ưu điểm như không có vết mổ, vết sẹo, và quá trình hồi phục thường là nhanh hơn và dễ dàng hơn, tuy nhiên nó cũng có mặt hạn chế như tỷ lệ thành công không cao như với các thuật mổ mở và đòi hỏi bác sĩ phẫu thuật được đào tạo chuyên môn cao.  
	Sau khi phẫu thuật thành công mở ống dẫn nước mắt, cần dùng một loại thuốc xịt mũi để phòng quá trình viêm nhiễm sau phẫu thuật, xịt 2 - 3 lần một ngày trong 2 - 3 tuần sau thủ thuật.

",Các biện pháp điều trị bệnh Tắc tuyến lệ?,1,"['Tắc tuyến lệ bẩm sinh điều trị như thế nào?', 'Các phương pháp thông tuyến lệ không cần phẫu thuật?', 'Khi nào bệnh tắc tuyến lệ được chỉ định phẫu thuật?']"
"Thuyên tắc ối là như thế nào?

Thuyên tắc ối là một cấp cứu sản khoa, hiếm gặp nhưng gây ra hậu quả nghiêm trọng. Đây là nỗi kinh  hoàng cho những người làm công tác về ngành sản.

Đa số sản phụ bị thuyên tắc ối tử vong trong giờ đầu, 85% số sản phụ sống sót có di chứng về thần kinh. Tỉ lệ tử vong thai nhi là 21 – 32%, nếu tim thai vẫn còn xảy ra lúc tai biến, gần 70% sẽ sống được nếu đem ra kịp thời, nhưng 50% số trẻ sống sót có tổn thương thần kinh. Tỉ lệ mắc bệnh 1/8.000 1/80.000.

Bệnh thuyên tắc mạch ối là gì?

Bệnh thuyên tắc mạch ối là tình trạng có xâm nhập của nước ối vào trong mạch máu người mẹ, gây ra hàng loạt các biến đổi nguy hại có thể nhanh chóng dẫn đến tử vong cho sản phụ.

Hội chứng “ tắc mạch ối” xảy ra khi dịch ối, những tế bào thai nhi, tóc hoặc các mảnh tổ chức thai khác đi vào vào tuần hoàn mẹ gây ra phản ứng dị ứng. Phản ứng dị ứng này gây ra suy hô hấp và suy tuần hoàn cấp tính cho mẹ.",Tổng quan bệnh Thuyên tắc ối?,1,"['Thuyên tắc ối là như thế nào?', 'Bệnh thuyên tắc mạch ối là gì?', 'Hội chứng “ tắc mạch ối” xảy ra khi nào?']"
"Nguyên nhân tắc mạch ối là kết quả do dịch nước ối tràn vào tĩnh mạch tử cung gây ra phản ứng dị ứng, sốc phản vệ và điều này xảy ra khi có 3 điều kiện sau đây:
	Vỡ màng ối: Nước ối bị chảy ra ngoài do màng ối vỡ sớm, nhau thai và thành cổ tử cung phân ly khiến cho mạch máu bị tổn thương. Lúc này nước ối sẽ thông qua các tĩnh mạch niêm mạc cổ tử cung đi vào tuần hoàn máu của mẹ. Khi tử cung co thắt mạnh nước ối nhanh chóng làm vỡ mạch máu, hậu quả dẫn đến các phản ứng của cơ thể và cơ chế đông máu trở nên bất thường.
	Vỡ tĩnh mạch của tử cung hay cổ tử cung: làm cho các tĩnh mạch bên trong tử cung không còn ổn định, nước ối chảy vào mạch máu gây nên hiện tượng thuyên tắc ối.
	Áp lực buồng tử cung cao hơn áp lực tĩnh mạch: Áp lực buồng tử cung quá lớn trong những trường hợp sinh nhiều con cũng dễ dẫn đến thuyên tắc ối. Ngoài ra, những trường hợp đa thai, khó sinh làm tổn thương cổ tử cung tạo điều kiện cho nước ối xâm nhập vào hệ thống mạch máu của mẹ dẫn đến thuyên tắc ối.
Tuy nhiên, bệnh thuyên tắc ối rất hiếm và thông thường có một ít nước ối đi vào máu sản phụ trong lúc sinh mà không gây ra vấn đề gì.
",Nguyên nhân bệnh Thuyên tắc ối?,1,"['Tắc mạch ối cần đủ mấy điều kiện?', 'Nước ối đi vào máu sản phụ luôn có hại, đúng hay sai?']"
"Các dấu hiệu xảy ra thuyên tắc ối gồm: Sản phụ khó thở cấp kèm cao huyết áp. Quá trình này xảy ra nhanh chóng và tiến triển đến ngừng tim phổi. Sau đó sản phụ rơi vào trạng thái hôn mê. Mặc dầu nhiều sản phụ không sống sót qua giai đoạn đầu, nhưng khoảng 40% số người sống sót ở giai đoạn đầu sẽ bước vào giai đoạn sau. Đây là giai đoạn sản phụ chảy máu và có thể kèm theo rét run nặng, ho, nôn ói và cảm giác khó chịu trong miệng. Do chảy máu quá mức sẽ đưa sản phụ đến rối loạn đông máu, suy thai cấp.
Các triệu chứng xác định thuyên tắc ối:
	Sản phụ hạ huyết áp và ngừng tim đột ngột.
	Sản phụ hạ oxy máu cấp và ngưng thở.
	Bệnh lý đông máu xảy ra đột ngột, các xét nghiệm cho thấy bằng chứng tiêu thụ nội mạch hoặc tán huyết hoặc xuất huyết lâm sàng trầm trọng.
	Xảy ra trong quá trình chuyển dạ, mổ lấy thai hoặc trong vòng 30 phút đầu sau sinh.
	Không có bất kỳ bệnh lý nội khoa như tim mạch,tiêu hóa, hô hấp, bệnh về máu… nào trước đó.
",Triệu chứng bệnh Thuyên tắc ối?,1,"['Các triệu chứng xác định thuyên tắc ối?', 'Quá trình biểu hiện thuyên tắc ối theo từng giai đoạn?']"
"Bệnh thuyên tắc ối chỉ xảy ra ở phụ nữ. Bệnh không có liên quan đến chủng tộc, nhưng một nghiên cứu cho rằng người da đen có nguy cơ gấp đôi bị thuyên tắc ối.

Các yếu tố có nguy cơ làm tăng thuyên tắc ối bao gồm:
	Mẹ bầu tuổi cao: nếu bạn sinh con khi trên 35 tuổi thì sẽ có nguy cơ bị bệnh thuyên tắc ối
	Bất thường nhau thai: nếu có cấu trúc phát triển bất thường trong tử cung khi mang thai, sản phụ sẽ tăng nguy cơ mắc bệnh thuyên tắc ối. Các bất thường có thể bao gồm nhau tiền đoạn một phần hay toàn phần hoặc nhau thai bong ra bên trong tử cung trước khi sinh (nhau bong non). Những bất thường này có thể phá vỡ rào cản vật lý giữa sản phụ và thai nhi
	Tiền sản giật: nếu sản phụ mắc tiền sản giật – huyết áp cao và protein nhiều trong nước tiểu sau tuần 20 – sẽ có nguy cơ bị bệnh thuyên tắc ối
	Mổ lấy thai: việc dùng kẹp hoặc giác hút lấy thai có thể làm tăng nguy cơ bị bệnh thuyên tắc ối. Các thủ thuật này có thể phá vỡ hàng rào vật lý giữa sản phụ và thai nhi. Tuy nhiên, các chuyên gia không chắc rằng mổ lấy thai có làm tăng nguy cơ mắc bệnh thuyên tắc ối hay không.
	Đa ối: là tình trạng có quá nhiều nước ối quanh thai nhi, làm sản phụ có nguy cơ bị bệnh thuyên tắc ối
Ngoài ra còn có một số đối tượng có nguy cơ bị bệnh thuyên tắc khối như:
	Thai chết lưu hay thai suy
	Rách cổ tử cung cao, rách đoạn dưới cổ tử cung
	Thai to
	Chọc dò ối	
	Ối vỡ
",Yếu tố nguy cơ của bệnh thuyên tắc ối?,1,"['Tuổi nào nên tránh có thai để giảm nguy cơ tắc ối?', 'Tại sao bất thường nhau thai có thể gây tăng khả năng mắc thuyên tắc ối?']"
"Cho đến nay không có biện pháp dự phòng nào hữu hiệu đối với thuyên tắc ối. Bệnh lý này không thể ngăn chặn được, và ngay cả các bác sĩ cũng rất khó khăn trong việc dự đoán khi nào nó sẽ xảy ra trong suốt quá trình sản phụ chuyển dạ. Chỉ có thể hạn chế phần nào bằng việc:
	Sản phụ không nạo phá thai ở các cơ sở không uy tín
	Không sinh dày
	Nếu đã lớn tuổi (trên 40) thì nên cân nhắc việc mang thai hợp lý
	Giảm thiểu tối đa các va chạm mạnh vào vùng bụng lúc thai đã lớn
	Hãy nói chuyện với bác sĩ khoa sản về tiền sử bệnh khi muốn có thai
",Phòng ngừa bệnh Thuyên tắc ối?,1,['Bệnh thuyên tắc ối có thể hoàn toàn phòng ngừa không?']
"Thiếu máu do thiếu sắt hay còn gọi là thiếu máu thiếu sắt, là tình trạng xảy ra khi hồng cầu bị giảm cả về số lượng và chất lượng do thiếu sắt hay nói cách khác là cơ thể bị thiếu máu vì không tổng hợp đủ hemoglobin do thiếu sắt.

Thiếu máu thiếu sắt là một bệnh rất phổ biến tác động đến hàng tỷ người trên thế giới, đặc biệt là phụ nữ tuổi sinh đẻ, phụ nữ mang thai và trẻ nhỏ. Ngày càng có nhiều người bị ảnh hưởng bởi bệnh thiếu máu do thiếu sắt hơn so với bất kỳ sự thiếu hụt vi chất dinh dưỡng nào. Trước khi tình trạng thiếu máu xảy ra, thiếu sắt đã làm ảnh hưởng đến các chức năng khác, như hệ thống miễn dịch, hệ thống thần kinh, làm giảm khả năng miễn dịch, giảm hoạt động thể chất và suy giảm nhận thức.

Thiếu sắt đã góp phần gây ra hơn 20000 ca tử vong mỗi năm ở trẻ em dưới 5 tuổi và khoảng một phần năm gánh nặng tử vong của người mẹ.

Vai trò của Sắt trong cơ thể
	Sắt là một nguyên tố vi lượng rất ít trong cơ thể, chiếm khoảng 0,004% và được phân bố ở nhiều loại tế bào của cơ thể.
	Sắt tham gia vào cấu tạo thành phần Hemoglobin của hồng cầu, myoglobin của cơ vân và các sắc tố hô hấp ở mô bào và trong các men.
	Sắt còn là thành phần quan trọng của nhân tế bào, giúp tăng cường hệ miễn dịch bằng cách tiêu diệt vi khuẩn và virus xâm nhập vào cơ thể; giúp trẻ tăng trưởng và phát triển bình thường, sản xuất và giải phóng năng lượng trong cơ thể, giảm đau bụng kinh và tăng khả năng tập trung.
	Cuối cùng là sắt giúp tăng cường sinh lực, giảm mệt mỏi, là thành phần quan trọng của máu, giúp giữ và vận chuyển Oxy đến tế bào và lấy đi CO2.",Tổng quan bệnh Thiếu máu do thiếu sắt?,1,"['Thiếu máu do thiếu sắt là gì?', 'Vai trò của Sắt trong cơ thể?', 'Thiếu sắt có thể ảnh hưởng đến cơ quan nào?']"
"Thiếu máu thiếu sắt xảy ra do nhiều nguyên nhân, tuy nhiên được phân loại theo 3 nhóm chính:

Không cung cấp đủ nhu cầu về sắt:


	
	Nhu cầu về sắt tăng lên đối với trẻ em tuổi dậy thì, phụ nữ thời kỳ kinh nguyệt, phụ nữ có thai, cho con bú…
	
	
	Chế độ ăn thiếu sắt: Chế độ ăn uống không cân đối, ăn kiêng, người nghiện rượu, người già,...
	
	
	Sử dụng một số thực phẩm làm giảm hấp thu sắt như tanin, cà phê, nước uống có ga,...
	
	
	Cơ thể bị giảm hấp thu sắt do mắc một số bệnh lý như Viêm dạ dày, viêm ruột; cắt đoạn dạ dày, ruột,...
	


Mất máu do thiếu máu mạn


	
	Mất máu trong các trường hợp cơ thể bị loét dạ dày, túi thừa meckel, polyp, u mạch máu, bệnh lý viêm đường ruột, viêm chảy máu đường tiết niệu; mất máu nhiều qua kinh nguyệt;  sau phẫu thuật, sau chấn thương, U xơ tử cung,...
	


Rối loạn chuyển hóa sắt bẩm sinh hay cách gọi khác là Hypotransferrinemia


	
	Xảy ra khi cơ thể không tổng hợp được transferrin vận chuyển sắt. Bệnh này rất nguy hiểm, nó dẫn đến nhiều biến chứng nghiêm trọng cho gan, tim, xương khớp như suy tim, đau xương khớp, tiểu đường,...",Nguyên nhân bệnh Thiếu máu do thiếu sắt?,1,"['Các nhóm nguyên nhân chính gây thiếu sắt?', 'Bệnh lý nào gây giảm hấp thu sắt?']"
"Thiếu máu do thiếu sắt không phải là một bệnh lý cấp tính, tuy nhiên nó ảnh hưởng rất lớn đến tình trạng sức khỏe cũng như năng suất lao động của người bệnh, về lâu dài có thể gây ra các biến chứng nguy hiểm đặc biệt là phụ nữ có thai. Do đó biết những dấu hiệu để phát hiện  và điều trị kịp thời trước khi xảy ra hậu quả khó lường.
Các triệu chứng xảy ra khi bị thiếu máu do thiếu sắt:
	Mệt mỏi bất thường: mệt mỏi được coi là biểu hiện bình thường trong cuộc sống hiện nay, tuy nhiên khi bị thiếu máu do thiếu sắt ngoài tình trạng mệt mỏi cơ thể còn có các dấu hiệu như yếu ớt, mức năng lượng thấp, khó tập trung hay giảm năng suất làm việc.
	Da xanh xao, niêm mạc nhợt nhạt: khi thiếu sắt, cơ thể không thể sản xuất đủ hemoglobin cho các tế bào máu đỏ, kết quả làm làn da sẽ bị nhợt nhạt hơn.
	Đau ngực, khó thở: triệu chứng này trở nên nặng hơn khi gắng sức, hoạt động thể lực. Triệu chứng này có thể vì hàm lượng hemoglobin trong cơ thể ít hơn bình thường dẫn đến oxy vận chuyển đến các tế bào bị hạn chế.
	Chóng mặt, hoa mắt, nhức đầu: Nó bắt nguồn từ việc oxy lên não không đủ làm các mạch máu sưng lên, gây áp lực dẫn đến đau đầu hoặc đau nửa đầu.
	Tim đập nhanh: đây cũng là một triệu chứng do thiếu sắt gây ra, nếu không điều trị kịp thời có thể dẫn đến suy tim.
Ngoài các triệu chứng thường gặp trên còn có các triệu chứng: sưng đau lưỡi và miệng; móng tay và chân dễ gãy, da tóc hư tổn, hội chứng chân bồn chồn,...
",Triệu chứng bệnh Thiếu máu do thiếu sắt?,1,"['Mệt mỏi do thiếu sắt có đặc điểm gì?', 'Tại sao thiếu máu do thiếu sắt có thể gây suy tim?']"
"Thiếu máu thiếu sắt có thể xảy ra ở bất kỳ lứa tuổi nào, ở cả nam và nữ, cả già lẫn trẻ, tuy nhiên các đối tượng thường hay gặp nhất là:
	Phụ nữ tuổi sinh đẻ: Bệnh thiếu máu thiếu sắt ở bà bầu hay xảy ra do nhu cầu sắt tăng cao nhưng không đáp ứng đủ.  Phụ nữ tuổi sinh đẻ bắt đầu từ khi có kinh nguyệt, nhu cầu sắt trung bình xấp xỉ 1,4 mg/ngày. Tuy nhiên, lượng sắt này khó có thể đáp ứng đủ nếu chỉ dựa vào khẩu phần ăn.
	Phụ nữ có thai: Khi mang thai, nhu cầu sắt tăng cao để phát triển bào thai, nhau thai và cho người mẹ. Tổng số lượng sắt cần thiết đối với phụ nữ có thai là khoảng 1000mg, vì vậy trong suốt quá trình mang thai nếu không được cung cấp đủ sắt thì tình trạng thiếu máu thiếu sắt ở bà bầu rất dễ xảy ra.
	Phụ nữ cho con bú: Sắt được tiết theo sữa để nuôi con.
	Trẻ em, thường là trẻ em từ 6-24 tháng tuổi và đặc biệt là trẻ em sinh thiếu tháng: ở lứa tuổi này, nhu cầu sắt rất cao. Trẻ sinh đủ tháng có dự trữ sắt tốt, nhu cầu sắt sẽ được đáp ứng cho tới 6 tháng tuổi, từ 6 tháng đầu trở đi trẻ bắt đầu có sự thiếu hụt sắt, cần được bù đắp từ các thức ăn bổ sung, nếu không được bổ sung đủ thiếu máu thiếu sắt sẽ xảy ra.
",Yếu tố nguy cơ của bệnh thiếu máu thiếu sắt?,1,"['Nhu cầu sắt cho bà bầu?', 'Dự trữ sắt ở trẻ nhỏ như thế nào?', 'Nhu cầu sắt cho phụ nữ độ tuổi sinh đẻ?']"
"Đa dạng hóa bữa ăn, tăng cường vi chất vào thực phẩm, bổ sung viên sắt và phòng chống bệnh các bệnh nhiễm trùng, nhiễm ký sinh trùng là các giải pháp được đề xuất để phòng chống thiếu máu và thiếu sắt.
Đa dạng hóa bữa ăn, tăng cường giáo dục truyền thông
	Đa dạng hóa bữa ăn là phương pháp tốt nhất để cải thiện các nguyên tố vi lượng của cơ thể trong đó có sắt. Để đa dạng hóa bữa ăn cần phải kết hợp các loại thực phẩm khác nhau làm cho bữa ăn cân đối hơn về giá trị và vi chất dinh dưỡng, đồng thời làm tăng hấp thu các chất dinh dưỡng.
	Đa dạng hóa bữa ăn là lựa chọn tối ưu nhưng lại mất nhiều thời gian thực hiện nhất.  Chính vì thế công tác giáo dục truyền thông đóng vai trò cực kỳ quan trọng. Tuyên truyền cho người dân biết cách chọn thực phẩm giàu sắt, hạn chế sử dụng thực phẩm gây ức chế hấp thu sắt và hướng dẫn sử dụng vitamin C để làm tăng khả năng hấp thu sắt trong khẩu phần.
	Ví dụ: Hướng dẫn chế độ ăn hợp lý, khuyến khích cách chế biến hạt nảy mầm, lên men như làm giá đỗ, dưa chua để tăng lượng vitamin C và giảm acid phytic trong thực phẩm.Các loại đồ uống như chè, cà phê nên uống cách xa bữa ăn.
Tăng cường sắt vào thực phẩm
	Hơn 20 quốc gia ở Châu Mỹ La tinh đã triển khai chương trình tăng cường sắt vào thực phẩm trên quy mô lớn, hầu hết liên quan đến các loại thực phẩm như lúa mì và bột ngô.
	Hiện nay, sắt được tăng cường vào nước mắm, bánh bích quy, bánh dinh dưỡng Mumsure cho phụ nữ trước khi có thai, phụ nữ có thai và cho con bú, …Điều này giúp cải thiện rất lớn tình trạng thiếu máu do thiếu sắt ở phụ nữ có thai và cho con bú.
Phòng chống nhiễm khuẩn
	Các bệnh nhiễm ký sinh trùng, sốt rét, nhiễm trùng cũng là một trong những nguyên nhân dẫn đến bệnh lý thiếu máu do thiếu sắt trong đó có nhiễm ký sinh trùng đường ruột gây tác hại lớn nhất cho cơ thể. Do đó việc phòng các bệnh trên là rất cần thiết.
	Tẩy giun định kỳ hàng năm bằng Mebendazol và Albendazol, đặc biệt cho phụ nữ và trẻ em trên 2 tuổi.
	Thường xuyên vệ sinh môi trường, rửa tay trước khi ăn và sau khi đi vệ sinh,...
Bổ sung viên sắt cho các đối tượng nguy cơ thiếu máu cao
Đây là biện pháp giúp cải thiện nhanh tình trạng thiếu sắt và đặc biệt có giá trị trong những trường hợp tăng nhu cầu trong một giai đoạn ngắn và biết trước (như bổ sung trong giai đoạn có thai, phụ nữ lứa tuổi sinh đẻ).
Theo khuyến cáo WHO năm 2011 ta có:
	Đối với phụ nữ có thai, liều bổ sung là 60mg sắt/ngày và 400 µg folic acid trong suốt thời gian có thai.
	Sau khi sinh bổ sung tiếp 3 tháng với liều tương tự như khi có thai đối với phụ nữ cho con bú, ở khu vực thiếu máu nặng &gt;40%.
	Bổ sung sắt định kỳ cho phụ nữ không mang thai: bổ sung sắt/acid folic mỗi tuần 1 viên trong 3 tháng, 3 tháng nghỉ, sau đó tiếp tục bổ sung 3 tháng. Nếu khả thi, lặp lại chu kỳ này trong năm. Áp dụng cho những vùng có tỷ lệ thiếu máu ≥20%.
	Đối với phụ nữ có thai thiếu máu: bổ sung sắt/acid folic mỗi ngày một viên trong suốt thời gian mang thai.
",Phòng ngừa bệnh Thiếu máu do thiếu sắt?,1,"['Thực phẩm nào làm tăng và giảm hấp thu sắt?', 'Khuyến cáo bổ sung sắt cho phụ nữ có thai và sau sinh như thế nào?', 'Bổ sung sắt cho phụ nữ với liều lượng như thế nào?']"
"Để đảm bảo chất lượng tinh trùng, nam giới cần hạn chế mọi yếu tố gây hại, xây dựng một lối sống lành mạnh bằng cách:
	Ăn uống đầy đủ, ăn nhiều rau xanh và hoa quả. Hạn chế thực phẩm chế biến sẵn. Đặc biệt ăn nhiều cá giúp tăng số lượng tinh trùng.
	Hạn chế sử dụng thức uống có cồn, không hút thuốc lá và sử dụng các chất kích thích.
	Tránh tắm nước quá nóng. Nhiệt độ nước thích hợp để tắm vào khoảng 34 độ.
	Không mang áo quần quá chật.
	Không đặt laptop trên đùi để làm việc.
	Không bỏ điện thoại ở túi quần.
	Tránh hoạt động thể chất quá mạnh, hoặc các hoạt động có nguy cơ tổn thương tinh hoàn.
",Phòng ngừa bệnh Tinh trùng yếu?,1,['Chế độ ăn như thế nào tốt cho tinh trùng?']
